PlantID	fullname	batch_long	batch	species	location	Latitude	Longitude	Altitude	Pool	fullname_v3.5
PB0462	2x-N705-44_Am_Pla_pb0462	2x-N705-44	2x	Am	Pla	42.32256539	2.073947761	1197.5095	core	2x-N705-44_Am_Pla_pb0462_v3.5
PB0463	2x-N705-45_Am_Pla_pb0463	2x-N705-45	2x	Am	Pla	42.32364394	2.079889223	1185.205667	core	2x-N705-45_Am_Pla_pb0463_v3.5
PB0465	2x-N705-46_Am_Pla_pb0465	2x-N705-46	2x	Am	Pla	42.32263124	2.06974916	1227.262333	core	2x-N705-46_Am_Pla_pb0465_v3.5
PB0468	2x-N705-47_Am_Pla_pb0468	2x-N705-47	2x	Am	Pla	42.3226982	2.074350035	1199.028333	core	2x-N705-47_Am_Pla_pb0468_v3.5
PB0469	2x-N705-48_Am_Pla_pb0469	2x-N705-48	2x	Am	Pla	42.32364158	2.079588121	1186.958667	core	2x-N705-48_Am_Pla_pb0469_v3.5
PB0472	2x-N705-49_Am_Pla_pb0472	2x-N705-49	2x	Am	Pla	42.32361873	2.079744956	1187.665	core	2x-N705-49_Am_Pla_pb0472_v3.5
PB0409	2x-N705-5_Am_Pla_pb0409	2x-N705-5	2x	Am	Pla	42.32257867	2.069784877	1224.676	core	2x-N705-5_Am_Pla_pb0409_v3.5
PB0474	2x-N705-50_Am_Pla_pb0474	2x-N705-50	2x	Am	Pla	42.32265377	2.074176329	1201.835	core	2x-N705-50_Am_Pla_pb0474_v3.5
PB0476	2x-N705-51_Am_Pla_pb0476	2x-N705-51	2x	Am	Pla	42.32364204	2.079692465	1186.725333	core	2x-N705-51_Am_Pla_pb0476_v3.5
PB0479	2x-N705-52_Am_Pla_pb0479	2x-N705-52	2x	Am	Pla	42.32264268	2.069731879	1226.948333	core	2x-N705-52_Am_Pla_pb0479_v3.5
PB0480	2x-N705-53_Am_Pla_pb0480	2x-N705-53	2x	Am	Pla	42.32263187	2.069752993	1227.546667	core	2x-N705-53_Am_Pla_pb0480_v3.5
PB0482	2x-N705-54_Am_Pla_pb0482	2x-N705-54	2x	Am	Pla	42.32279705	2.075065516	1195.039	core	2x-N705-54_Am_Pla_pb0482_v3.5
PB0484	2x-N705-55_Am_Pla_pb0484	2x-N705-55	2x	Am	Pla	42.32363445	2.079736816	1186.409	core	2x-N705-55_Am_Pla_pb0484_v3.5
PB0485	2x-N705-56_Am_Pla_pb0485	2x-N705-56	2x	Am	Pla	42.3235168	2.07840004	1188.821667	core	2x-N705-56_Am_Pla_pb0485_v3.5
PB0486	2x-N705-57_Am_Pla_pb0486	2x-N705-57	2x	Am	Pla	42.32361764	2.079836243	1187.684333	core	2x-N705-57_Am_Pla_pb0486_v3.5
PB0487	2x-N705-58_Am_Pla_pb0487	2x-N705-58	2x	Am	Pla	42.32363093	2.079566862	1186.675667	core	2x-N705-58_Am_Pla_pb0487_v3.5
PB0489	2x-N705-59_Am_Pla_pb0489	2x-N705-59	2x	Am	Pla	42.32362367	2.079536788	1186.679	core	2x-N705-59_Am_Pla_pb0489_v3.5
PB0410	2x-N705-6_Am_Pla_pb0410	2x-N705-6	2x	Am	Pla	42.32341323	2.068459558	1215.715667	core	2x-N705-6_Am_Pla_pb0410_v3.5
PB0491	2x-N705-60_Am_Pla_pb0491	2x-N705-60	2x	Am	Pla	42.32362932	2.079866966	1186.63	core	2x-N705-60_Am_Pla_pb0491_v3.5
PB0494	2x-N705-61_Am_Pla_pb0494	2x-N705-61	2x	Am	Pla	42.3235453	2.079922626	1212.70225	core	2x-N705-61_Am_Pla_pb0494_v3.5
PB0495	2x-N705-62_Am_Pla_pb0495	2x-N705-62	2x	Am	Pla	42.3228959	2.075644808	1193.6595	core	2x-N705-62_Am_Pla_pb0495_v3.5
PB0498	2x-N705-63_Am_Pla_pb0498	2x-N705-63	2x	Am	Pla	42.32363993	2.079864798	1186.391	core	2x-N705-63_Am_Pla_pb0498_v3.5
PB0500	2x-N705-64_Am_Pla_pb0500	2x-N705-64	2x	Am	Pla	42.32281345	2.069497357	1223.682333	core	2x-N705-64_Am_Pla_pb0500_v3.5
PB0526	2x-N705-65_Am_Pla_pb0526	2x-N705-65	2x	Am	Pla	42.32338819	2.068278543	1214.71	core	2x-N705-65_Am_Pla_pb0526_v3.5
PB0526	2x-N705-65_Am_Pla_pb0526	2x-N705-65	2x	Am	Pla	42.33029459	2.069856584	1412.441333	core	2x-N705-65_Am_Pla_pb0526_v3.5
PB0539	2x-N705-66_Am_Pla_pb0539	2x-N705-66	2x	Am	Pla	42.3233917	2.068263662	1214.491333	core	2x-N705-66_Am_Pla_pb0539_v3.5
PB0547	2x-N705-67_Am_Pla_pb0547	2x-N705-67	2x	Am	Pla	42.32338958	2.068263395	1215.445	core	2x-N705-67_Am_Pla_pb0547_v3.5
PB0731	2x-N705-68_Am_Pla_pb0731	2x-N705-68	2x	Am	Pla	NA	NA	NA	NA	2x-N705-68_Am_Pla_pb0731_v3.5
PB0733	2x-N705-69_Am_Pla_pb0733	2x-N705-69	2x	Am	Pla	NA	NA	NA	NA	2x-N705-69_Am_Pla_pb0733_v3.5
PB0412	2x-N705-7_Am_Pla_pb0412	2x-N705-7	2x	Am	Pla	42.32310689	2.076186824	1198.233667	core	2x-N705-7_Am_Pla_pb0412_v3.5
PB0738	2x-N705-70_Am_Pla_pb0738	2x-N705-70	2x	Am	Pla	42.32275617	2.074340471	1196.047667	core	2x-N705-70_Am_Pla_pb0738_v3.5
PB0740	2x-N705-71_Am_Pla_pb0740	2x-N705-71	2x	Am	Pla	42.32233868	2.073351339	1196.759333	core	2x-N705-71_Am_Pla_pb0740_v3.5
PB0743	2x-N705-72_Am_Pla_pb0743	2x-N705-72	2x	Am	Pla	42.3217421	2.071741557	1203.847667	core	2x-N705-72_Am_Pla_pb0743_v3.5
PB0746	2x-N705-73_Am_Pla_pb0746	2x-N705-73	2x	Am	Pla	42.32320092	2.076295101	1179.782333	core	2x-N705-73_Am_Pla_pb0746_v3.5
PB0747	2x-N705-74_Am_Pla_pb0747	2x-N705-74	2x	Am	Pla	42.32282212	2.075210329	1194.984667	core	2x-N705-74_Am_Pla_pb0747_v3.5
PB0750	2x-N705-75_Am_Pla_pb0750	2x-N705-75	2x	Am	Pla	42.32239221	2.073483958	1197.114333	core	2x-N705-75_Am_Pla_pb0750_v3.5
PB0754	2x-N705-76_Am_Pla_pb0754	2x-N705-76	2x	Am	Pla	42.3237611	2.081276764	1180.220667	core	2x-N705-76_Am_Pla_pb0754_v3.5
PB0757	2x-N705-77_Am_Pla_pb0757	2x-N705-77	2x	Am	Pla	42.3216637	2.070534349	1199.831333	core	2x-N705-77_Am_Pla_pb0757_v3.5
PB0758	2x-N705-78_Am_Pla_pb0758	2x-N705-78	2x	Am	Pla	NA	NA	NA	NA	2x-N705-78_Am_Pla_pb0758_v3.5
PB0759	2x-N705-79_Am_Pla_pb0759	2x-N705-79	2x	Am	Pla	42.32234202	2.073126618	1198.721	core	2x-N705-79_Am_Pla_pb0759_v3.5
PB0413	2x-N705-8_Am_Pla_pb0413	2x-N705-8	2x	Am	Pla	42.32150636	2.071340743	1202.866	core	2x-N705-8_Am_Pla_pb0413_v3.5
PB0760	2x-N705-80_Am_Pla_pb0760	2x-N705-80	2x	Am	Pla	42.32277865	2.074634953	1211.258667	core	2x-N705-80_Am_Pla_pb0760_v3.5
PB0761	2x-N705-81_Am_Pla_pb0761	2x-N705-81	2x	Am	Pla	42.32363135	2.079810113	1193.789667	core	2x-N705-81_Am_Pla_pb0761_v3.5
PB0763	2x-N705-82_Am_Pla_pb0763	2x-N705-82	2x	Am	Pla	42.3237068	2.079863777	1188.266	core	2x-N705-82_Am_Pla_pb0763_v3.5
PB0764	2x-N705-83_Am_Pla_pb0764	2x-N705-83	2x	Am	Pla	42.32359194	2.079265775	1185.086333	core	2x-N705-83_Am_Pla_pb0764_v3.5
PB0765	2x-N705-84_Am_Pla_pb0765	2x-N705-84	2x	Am	Pla	42.32341213	2.077875471	1172.593	core	2x-N705-84_Am_Pla_pb0765_v3.5
PB0766	2x-N705-85_Am_Pla_pb0766	2x-N705-85	2x	Am	Pla	42.32224901	2.069072132	1208.742333	core	2x-N705-85_Am_Pla_pb0766_v3.5
PB0767	2x-N705-86_Am_Pla_pb0767	2x-N705-86	2x	Am	Pla	42.323623	2.079563482	1191.466	core	2x-N705-86_Am_Pla_pb0767_v3.5
PB0769	2x-N705-87_Am_Pla_pb0769	2x-N705-87	2x	Am	Pla	42.32314203	2.076554815	1189.724	core	2x-N705-87_Am_Pla_pb0769_v3.5
PB0770	2x-N705-88_Am_Pla_pb0770	2x-N705-88	2x	Am	Pla	42.32172525	2.073641091	1816.818333	core	2x-N705-88_Am_Pla_pb0770_v3.5
PB0770	2x-N705-88_Am_Pla_pb0770	2x-N705-88	2x	Am	Pla	42.32260567	2.073937414	1195.399333	core	2x-N705-88_Am_Pla_pb0770_v3.5
PB0771	2x-N705-89_Am_Pla_pb0771	2x-N705-89	2x	Am	Pla	42.3235547	2.079025245	1184.131	core	2x-N705-89_Am_Pla_pb0771_v3.5
PB0414	2x-N705-9_Am_Pla_pb0414	2x-N705-9	2x	Am	Pla	42.32314515	2.076858185	1216.155333	core	2x-N705-9_Am_Pla_pb0414_v3.5
PB0772	2x-N705-90_Am_Pla_pb0772	2x-N705-90	2x	Am	Pla	42.32168954	2.071795777	1200.425333	core	2x-N705-90_Am_Pla_pb0772_v3.5
PB0773	2x-N705-91_Am_Pla_pb0773	2x-N705-91	2x	Am	Pla	42.32366594	2.080598058	1184.912	core	2x-N705-91_Am_Pla_pb0773_v3.5
PB0774	2x-N706-1_Am_Pla_pb0774	2x-N706-1	2x	Am	Pla	42.32345357	2.077896077	1182.768	core	2x-N706-1_Am_Pla_pb0774_v3.5
PB0786	2x-N706-10_Am_Pla_pb0786	2x-N706-10	2x	Am	Pla	42.3164497	2.115500396	1176.678	NA	2x-N706-10_Am_Pla_pb0786_v3.5
PB0786	2x-N706-10_Am_Pla_pb0786	2x-N706-10	2x	Am	Pla	42.32215812	2.072757053	1195.717	core	2x-N706-10_Am_Pla_pb0786_v3.5
PB0787	2x-N706-11_Am_Pla_pb0787	2x-N706-11	2x	Am	Pla	42.32282515	2.074567805	1197.011	core	2x-N706-11_Am_Pla_pb0787_v3.5
PB0788	2x-N706-12_Am_Pla_pb0788	2x-N706-12	2x	Am	Pla	42.32364227	2.080423827	1180.538667	core	2x-N706-12_Am_Pla_pb0788_v3.5
PB0789	2x-N706-13_Am_Pla_pb0789	2x-N706-13	2x	Am	Pla	42.3222493	2.069073613	1209.337667	core	2x-N706-13_Am_Pla_pb0789_v3.5
PB0790	2x-N706-14_Am_Pla_pb0790	2x-N706-14	2x	Am	Pla	42.32225117	2.069076723	1210.183667	core	2x-N706-14_Am_Pla_pb0790_v3.5
PB0791	2x-N706-15_Am_Pla_pb0791	2x-N706-15	2x	Am	Pla	42.32227112	2.072815934	1213.210333	core	2x-N706-15_Am_Pla_pb0791_v3.5
PB0792	2x-N706-16_Am_Pla_pb0792	2x-N706-16	2x	Am	Pla	42.32327913	2.076756194	1196.966	core	2x-N706-16_Am_Pla_pb0792_v3.5
PB0793	2x-N706-17_Am_Pla_pb0793	2x-N706-17	2x	Am	Pla	42.3235865	2.079085426	1189.256	core	2x-N706-17_Am_Pla_pb0793_v3.5
PB0794	2x-N706-18_Am_Pla_pb0794	2x-N706-18	2x	Am	Pla	42.32182973	2.071989785	1197.595333	core	2x-N706-18_Am_Pla_pb0794_v3.5
PB0795	2x-N706-19_Am_Pla_pb0795	2x-N706-19	2x	Am	Pla	42.32176308	2.071762996	1212.593667	core	2x-N706-19_Am_Pla_pb0795_v3.5
PB0775	2x-N706-2_Am_Pla_pb0775	2x-N706-2	2x	Am	Pla	42.32267475	2.074198456	1194.758667	core	2x-N706-2_Am_Pla_pb0775_v3.5
PB0796	2x-N706-20_Am_Pla_pb0796	2x-N706-20	2x	Am	Pla	42.32356234	2.079073433	1185.047	core	2x-N706-20_Am_Pla_pb0796_v3.5
PB0797	2x-N706-21_Am_Pla_pb0797	2x-N706-21	2x	Am	Pla	42.32180175	2.072119652	1200.442	core	2x-N706-21_Am_Pla_pb0797_v3.5
PB0798	2x-N706-22_Am_Pla_pb0798	2x-N706-22	2x	Am	Pla	42.32357522	2.078923286	1190.390333	core	2x-N706-22_Am_Pla_pb0798_v3.5
PB0799	2x-N706-23_Am_Pla_pb0799	2x-N706-23	2x	Am	Pla	NA	NA	NA	NA	2x-N706-23_Am_Pla_pb0799_v3.5
PB0800	2x-N706-24_Am_Pla_pb0800	2x-N706-24	2x	Am	Pla	42.32167671	2.071761276	1219.798	core	2x-N706-24_Am_Pla_pb0800_v3.5
PB1823	2x-N706-25_Am_Pla_pb1823	2x-N706-25	2x	Am	Pla	NA	NA	NA	NA	2x-N706-25_Am_Pla_pb1823_v3.5
PB1824	2x-N706-26_Am_Pla_pb1824	2x-N706-26	2x	Am	Pla	42.32312436	2.07631352	1173.534667	core	2x-N706-26_Am_Pla_pb1824_v3.5
PB1826	2x-N706-27_Am_Pla_pb1826	2x-N706-27	2x	Am	Pla	NA	NA	NA	NA	2x-N706-27_Am_Pla_pb1826_v3.5
PB1827	2x-N706-28_Am_Pla_pb1827	2x-N706-28	2x	Am	Pla	NA	NA	NA	NA	2x-N706-28_Am_Pla_pb1827_v3.5
PB1828	2x-N706-29_Am_Pla_pb1828	2x-N706-29	2x	Am	Pla	42.32355444	2.078987508	1180.189667	core	2x-N706-29_Am_Pla_pb1828_v3.5
PB0777	2x-N706-3_Am_Pla_pb0777	2x-N706-3	2x	Am	Pla	42.32167274	2.071624665	1197.428333	core	2x-N706-3_Am_Pla_pb0777_v3.5
PB1829	2x-N706-30_Am_Pla_pb1829	2x-N706-30	2x	Am	Pla	42.32359406	2.079560687	1203.98	core	2x-N706-30_Am_Pla_pb1829_v3.5
PB1831	2x-N706-31_Am_Pla_pb1831	2x-N706-31	2x	Am	Pla	NA	NA	NA	NA	2x-N706-31_Am_Pla_pb1831_v3.5
PB1832	2x-N706-32_Am_Pla_pb1832	2x-N706-32	2x	Am	Pla	NA	NA	NA	NA	2x-N706-32_Am_Pla_pb1832_v3.5
PB1833	2x-N706-33_Am_Pla_pb1833	2x-N706-33	2x	Am	Pla	NA	NA	NA	NA	2x-N706-33_Am_Pla_pb1833_v3.5
PB1834	2x-N706-34_Am_Pla_pb1834	2x-N706-34	2x	Am	Pla	NA	NA	NA	NA	2x-N706-34_Am_Pla_pb1834_v3.5
PB1835	2x-N706-35_Am_Pla_pb1835	2x-N706-35	2x	Am	Pla	NA	NA	NA	NA	2x-N706-35_Am_Pla_pb1835_v3.5
PB1838	2x-N706-36_Am_Pla_pb1838	2x-N706-36	2x	Am	Pla	42.32380185	2.081724741	1182.742333	core	2x-N706-36_Am_Pla_pb1838_v3.5
PB1839	2x-N706-37_Am_Pla_pb1839	2x-N706-37	2x	Am	Pla	42.32219185	2.072615099	1186.074	core	2x-N706-37_Am_Pla_pb1839_v3.5
PB1840	2x-N706-38_Am_Pla_pb1840	2x-N706-38	2x	Am	Pla	42.32358033	2.079151326	1183.291333	core	2x-N706-38_Am_Pla_pb1840_v3.5
PB1941	2x-N706-39_Am_Pla_pb1941	2x-N706-39	2x	Am	Pla	42.32285969	2.075125526	1179.872667	core	2x-N706-39_Am_Pla_pb1941_v3.5
PB0778	2x-N706-4_Am_Pla_pb0778	2x-N706-4	2x	Am	Pla	42.32225069	2.069076781	1209.773	core	2x-N706-4_Am_Pla_pb0778_v3.5
PB1943	2x-N706-40_Am_Pla_pb1943	2x-N706-40	2x	Am	Pla	NA	NA	NA	NA	2x-N706-40_Am_Pla_pb1943_v3.5
PB1945	2x-N706-41_Am_Pla_pb1945	2x-N706-41	2x	Am	Pla	42.3238101	2.081720677	1181.9625	core	2x-N706-41_Am_Pla_pb1945_v3.5
PB1946	2x-N706-42_Am_Pla_pb1946	2x-N706-42	2x	Am	Pla	NA	NA	NA	NA	2x-N706-42_Am_Pla_pb1946_v3.5
PB1947	2x-N706-43_Am_Pla_pb1947	2x-N706-43	2x	Am	Pla	42.32378618	2.08087376	1168.942667	core	2x-N706-43_Am_Pla_pb1947_v3.5
PB1948	2x-N706-44_Am_Pla_pb1948	2x-N706-44	2x	Am	Pla	42.32368012	2.08036543	1189.166333	core	2x-N706-44_Am_Pla_pb1948_v3.5
PB1949	2x-N706-45_Am_Pla_pb1949	2x-N706-45	2x	Am	Pla	NA	NA	NA	NA	2x-N706-45_Am_Pla_pb1949_v3.5
PB1951	2x-N706-46_Am_Pla_pb1951	2x-N706-46	2x	Am	Pla	NA	NA	NA	NA	2x-N706-46_Am_Pla_pb1951_v3.5
PB1954	2x-N706-47_Am_Pla_pb1954	2x-N706-47	2x	Am	Pla	NA	NA	NA	NA	2x-N706-47_Am_Pla_pb1954_v3.5
PB1962	2x-N706-48_Am_Pla_pb1962	2x-N706-48	2x	Am	Pla	42.32365784	2.080433179	1183.118333	core	2x-N706-48_Am_Pla_pb1962_v3.5
PB1965	2x-N706-49_Am_Pla_pb1965	2x-N706-49	2x	Am	Pla	42.32365041	2.079823915	1210.368333	core	2x-N706-49_Am_Pla_pb1965_v3.5
PB0779	2x-N706-5_Am_Pla_pb0779	2x-N706-5	2x	Am	Pla	42.32247644	2.073719089	1219.781333	core	2x-N706-5_Am_Pla_pb0779_v3.5
PB2052	2x-N706-50_Am_Pla_pb2052	2x-N706-50	2x	Am	Pla	42.32331596	2.068621259	1220.817333	core	2x-N706-50_Am_Pla_pb2052_v3.5
PB2321	2x-N706-51_Am_Pla_pb2321	2x-N706-51	2x	Am	Pla	NA	NA	NA	NA	2x-N706-51_Am_Pla_pb2321_v3.5
PB2327	2x-N706-52_Am_Pla_pb2327	2x-N706-52	2x	Am	Pla	42.32152658	2.071394664	1192.311333	core	2x-N706-52_Am_Pla_pb2327_v3.5
PB2327	2x-N706-52_Am_Pla_pb2327	2x-N706-52	2x	Am	Pla	42.32153273	2.071422857	1198.454	core	2x-N706-52_Am_Pla_pb2327_v3.5
PB2335	2x-N706-53_Am_Pla_pb2335	2x-N706-53	2x	Am	Pla	42.32266237	2.074072521	1196.874667	core	2x-N706-53_Am_Pla_pb2335_v3.5
PB2337	2x-N706-54_Am_Pla_pb2337	2x-N706-54	2x	Am	Pla	42.32358959	2.079692797	1206.162	core	2x-N706-54_Am_Pla_pb2337_v3.5
PB2340	2x-N706-55_Am_Pla_pb2340	2x-N706-55	2x	Am	Pla	42.32362003	2.079387061	1211.692333	core	2x-N706-55_Am_Pla_pb2340_v3.5
PB2401	2x-N706-56_Am_Pla_pb2401	2x-N706-56	2x	Am	Pla	42.32264752	2.074099595	1196.586	core	2x-N706-56_Am_Pla_pb2401_v3.5
PB2408	2x-N706-57_Am_Pla_pb2408	2x-N706-57	2x	Am	Pla	42.32249591	2.073624627	1196.135667	core	2x-N706-57_Am_Pla_pb2408_v3.5
PB2412	2x-N706-58_Am_Pla_pb2412	2x-N706-58	2x	Am	Pla	42.32381535	2.080960314	1169.771333	core	2x-N706-58_Am_Pla_pb2412_v3.5
PB2413	2x-N706-59_Am_Pla_pb2413	2x-N706-59	2x	Am	Pla	42.32361477	2.080238151	1184.016333	core	2x-N706-59_Am_Pla_pb2413_v3.5
PB0780	2x-N706-6_Am_Pla_pb0780	2x-N706-6	2x	Am	Pla	42.32236142	2.073424554	1200.062	core	2x-N706-6_Am_Pla_pb0780_v3.5
PB2466	2x-N706-60_Am_Pla_pb2466	2x-N706-60	2x	Am	Pla	42.32161864	2.070655489	1210.585	core	2x-N706-60_Am_Pla_pb2466_v3.5
PB2524	2x-N706-61_Am_Pla_pb2524	2x-N706-61	2x	Am	Pla	42.32365364	2.079766947	1189.549667	core	2x-N706-61_Am_Pla_pb2524_v3.5
PB2536	2x-N706-62_Am_Pla_pb2536	2x-N706-62	2x	Am	Pla	42.32336969	2.077433575	1198.529	core	2x-N706-62_Am_Pla_pb2536_v3.5
PB2539	2x-N706-63_Am_Pla_pb2539	2x-N706-63	2x	Am	Pla	42.3221694	2.07266986	1206.475667	core	2x-N706-63_Am_Pla_pb2539_v3.5
PB2542	2x-N706-64_Am_Pla_pb2542	2x-N706-64	2x	Am	Pla	42.32381812	2.0809871	1172.107	core	2x-N706-64_Am_Pla_pb2542_v3.5
PB2543	2x-N706-65_Am_Pla_pb2543	2x-N706-65	2x	Am	Pla	42.32363247	2.079240886	1191.374333	core	2x-N706-65_Am_Pla_pb2543_v3.5
PB2547	2x-N706-66_Am_Pla_pb2547	2x-N706-66	2x	Am	Pla	42.32357027	2.079011214	1183.594	core	2x-N706-66_Am_Pla_pb2547_v3.5
PB2549	2x-N706-67_Am_Pla_pb2549	2x-N706-67	2x	Am	Pla	42.32295906	2.075628013	1179.496333	core	2x-N706-67_Am_Pla_pb2549_v3.5
PB2551	2x-N706-68_Am_Pla_pb2551	2x-N706-68	2x	Am	Pla	42.32342643	2.077841599	1195.117667	core	2x-N706-68_Am_Pla_pb2551_v3.5
PB2552	2x-N706-69_Am_Pla_pb2552	2x-N706-69	2x	Am	Pla	42.322537	2.073664667	1198.617333	core	2x-N706-69_Am_Pla_pb2552_v3.5
PB0782	2x-N706-7_Am_Pla_pb0782	2x-N706-7	2x	Am	Pla	42.32362449	2.079844503	1192.327333	core	2x-N706-7_Am_Pla_pb0782_v3.5
PB2555	2x-N706-70_Am_Pla_pb2555	2x-N706-70	2x	Am	Pla	42.32311681	2.076566544	1210.435667	core	2x-N706-70_Am_Pla_pb2555_v3.5
PB2556	2x-N706-71_Am_Pla_pb2556	2x-N706-71	2x	Am	Pla	42.32235927	2.073370674	1207.609667	core	2x-N706-71_Am_Pla_pb2556_v3.5
PB2557	2x-N706-72_Am_Pla_pb2557	2x-N706-72	2x	Am	Pla	42.32210597	2.072637321	1198.973667	core	2x-N706-72_Am_Pla_pb2557_v3.5
PB2558	2x-N706-73_Am_Pla_pb2558	2x-N706-73	2x	Am	Pla	42.3215163	2.071429056	1190.989667	core	2x-N706-73_Am_Pla_pb2558_v3.5
PB2558	2x-N706-73_Am_Pla_pb2558	2x-N706-73	2x	Am	Pla	42.32153319	2.071435152	1201.685667	core	2x-N706-73_Am_Pla_pb2558_v3.5
PB2559	2x-N706-74_Am_Pla_pb2559	2x-N706-74	2x	Am	Pla	42.32380846	2.080873263	1165.041	core	2x-N706-74_Am_Pla_pb2559_v3.5
PB2560	2x-N706-75_Am_Pla_pb2560	2x-N706-75	2x	Am	Pla	42.32367392	2.080329207	1190.247667	core	2x-N706-75_Am_Pla_pb2560_v3.5
PB2595	2x-N706-76_Am_Pla_pb2595	2x-N706-76	2x	Am	Pla	42.32357135	2.078605149	1190.934667	core	2x-N706-76_Am_Pla_pb2595_v3.5
PB2750	2x-N706-77_Am_Pla_pb2750	2x-N706-77	2x	Am	Pla	42.32350348	2.077835214	1184.138	core	2x-N706-77_Am_Pla_pb2750_v3.5
PB2757	2x-N706-78_Am_Pla_pb2757	2x-N706-78	2x	Am	Pla	42.3228276	2.075076288	1202.854667	core	2x-N706-78_Am_Pla_pb2757_v3.5
PB2804	2x-N706-79_Am_Pla_pb2804	2x-N706-79	2x	Am	Pla	42.32243949	2.07001475	1230.752	core	2x-N706-79_Am_Pla_pb2804_v3.5
PB0784	2x-N706-8_Am_Pla_pb0784	2x-N706-8	2x	Am	Pla	42.32167434	2.070494457	1206.646667	core	2x-N706-8_Am_Pla_pb0784_v3.5
PB2808	2x-N706-80_Am_Pla_pb2808	2x-N706-80	2x	Am	Pla	42.32221666	2.07276846	1201.019667	core	2x-N706-80_Am_Pla_pb2808_v3.5
PB2820	2x-N706-81_Am_Pla_pb2820	2x-N706-81	2x	Am	Pla	42.32246892	2.069974762	1224.403	core	2x-N706-81_Am_Pla_pb2820_v3.5
PB2862	2x-N706-82_Am_Pla_pb2862	2x-N706-82	2x	Am	Pla	42.32176512	2.071736083	1189.663667	core	2x-N706-82_Am_Pla_pb2862_v3.5
PB2863	2x-N706-83_Am_Pla_pb2863	2x-N706-83	2x	Am	Pla	42.32177184	2.071788613	1174.940333	core	2x-N706-83_Am_Pla_pb2863_v3.5
PB2864	2x-N706-84_Am_Pla_pb2864	2x-N706-84	2x	Am	Pla	42.32286907	2.075417251	1191.063	core	2x-N706-84_Am_Pla_pb2864_v3.5
PB2865	2x-N706-85_Am_Pla_pb2865	2x-N706-85	2x	Am	Pla	42.3227628	2.069496319	1229.3	core	2x-N706-85_Am_Pla_pb2865_v3.5
PB2866	2x-N706-86_Am_Pla_pb2866	2x-N706-86	2x	Am	Pla	42.32228375	2.073174938	1214.319333	core	2x-N706-86_Am_Pla_pb2866_v3.5
PB2867	2x-N706-87_Am_Pla_pb2867	2x-N706-87	2x	Am	Pla	42.32362074	2.079867654	1186.602	core	2x-N706-87_Am_Pla_pb2867_v3.5
PB2868	2x-N706-88_Am_Pla_pb2868	2x-N706-88	2x	Am	Pla	42.32306535	2.076375847	1194.602	core	2x-N706-88_Am_Pla_pb2868_v3.5
PB2869	2x-N706-89_Am_Pla_pb2869	2x-N706-89	2x	Am	Pla	42.32223713	2.07309792	1202.250333	core	2x-N706-89_Am_Pla_pb2869_v3.5
PB0785	2x-N706-9_Am_Pla_pb0785	2x-N706-9	2x	Am	Pla	42.3218315	2.072149059	1200.941	core	2x-N706-9_Am_Pla_pb0785_v3.5
PB0785	2x-N706-9_Am_Pla_pb0785	2x-N706-9	2x	Am	Pla	42.32320518	2.076339071	1185.458	core	2x-N706-9_Am_Pla_pb0785_v3.5
PB2871	2x-N706-90_Am_Pla_pb2871	2x-N706-90	2x	Am	Pla	42.32370509	2.08167744	1186.752333	core	2x-N706-90_Am_Pla_pb2871_v3.5
PB2872	2x-N706-91_Am_Pla_pb2872	2x-N706-91	2x	Am	Pla	42.3230306	2.076243597	1186.068667	core	2x-N706-91_Am_Pla_pb2872_v3.5
PB2873	2x-N706-92_Am_Pla_pb2873	2x-N706-92	2x	Am	Pla	42.32237098	2.073361274	1214.425333	core	2x-N706-92_Am_Pla_pb2873_v3.5
PB2874	2x-N706-93_Am_Pla_pb2874	2x-N706-93	2x	Am	Pla	42.32369624	2.080887833	1187.699667	core	2x-N706-93_Am_Pla_pb2874_v3.5
PB2875	2x-N706-94_Am_Pla_pb2875	2x-N706-94	2x	Am	Pla	42.32217836	2.07282133	1213.333333	core	2x-N706-94_Am_Pla_pb2875_v3.5
PB2877	2x-N706-95_Am_Pla_pb2877	2x-N706-95	2x	Am	Pla	42.32224738	2.0730228	1184.139333	core	2x-N706-95_Am_Pla_pb2877_v3.5
PB2879	2x-N707-1_Am_Pla_pb2879	2x-N707-1	2x	Am	Pla	42.32283211	2.07525003	1191.734667	core	2x-N707-1_Am_Pla_pb2879_v3.5
PB2917	2x-N707-10_Am_Pla_pb2917	2x-N707-10	2x	Am	Pla	42.32221262	2.072652389	1188.831333	core	2x-N707-10_Am_Pla_pb2917_v3.5
PB2919	2x-N707-11_Am_Pla_pb2919	2x-N707-11	2x	Am	Pla	42.32338217	2.068348713	1206.945	core	2x-N707-11_Am_Pla_pb2919_v3.5
PB3343	2x-N707-12_Am_Pla_pb3343	2x-N707-12	2x	Am	Pla	42.32276439	2.074604136	1204.844333	core	2x-N707-12_Am_Pla_pb3343_v3.5
PB3346	2x-N707-13_Am_Pla_pb3346	2x-N707-13	2x	Am	Pla	42.32212762	2.072575937	1201.802333	core	2x-N707-13_Am_Pla_pb3346_v3.5
PB3354	2x-N707-14_Am_Pla_pb3354	2x-N707-14	2x	Am	Pla	42.32286208	2.075239492	1201.936333	core	2x-N707-14_Am_Pla_pb3354_v3.5
