PlantID	fullname	batch_long	batch	species	location	Latitude	Longitude	Altitude	Pool	fullname_v3.5
PB3355	2x-N707-15_Am_Pla_pb3355	2x-N707-15	2x	Am	Pla	42.32155059	2.07087662	1205.37	core	2x-N707-15_Am_Pla_pb3355_v3.5
PB3356	2x-N707-16_Am_Pla_pb3356	2x-N707-16	2x	Am	Pla	42.32277823	2.074567417	1201.493333	core	2x-N707-16_Am_Pla_pb3356_v3.5
PB3357	2x-N707-17_Am_Pla_pb3357	2x-N707-17	2x	Am	Pla	42.32376043	2.081031043	1211.785333	core	2x-N707-17_Am_Pla_pb3357_v3.5
PB3405	2x-N707-18_Am_Pla_pb3405	2x-N707-18	2x	Am	Pla	42.32291828	2.069406798	1231.657667	core	2x-N707-18_Am_Pla_pb3405_v3.5
PB3407	2x-N707-19_Am_Pla_pb3407	2x-N707-19	2x	Am	Pla	42.32373021	2.079865023	1194.208	core	2x-N707-19_Am_Pla_pb3407_v3.5
PB2880	2x-N707-2_Am_Pla_pb2880	2x-N707-2	2x	Am	Pla	42.32362994	2.079333481	1186.731	core	2x-N707-2_Am_Pla_pb2880_v3.5
PB3408	2x-N707-20_Am_Pla_pb3408	2x-N707-20	2x	Am	Pla	42.32151196	2.07145943	1206.585	core	2x-N707-20_Am_Pla_pb3408_v3.5
PB3409	2x-N707-21_Am_Pla_pb3409	2x-N707-21	2x	Am	Pla	42.32265612	2.068876416	1211.084667	core	2x-N707-21_Am_Pla_pb3409_v3.5
PB3410	2x-N707-22_Am_Pla_pb3410	2x-N707-22	2x	Am	Pla	42.32184546	2.072234136	1197.269	core	2x-N707-22_Am_Pla_pb3410_v3.5
PB3411	2x-N707-23_Am_Pla_pb3411	2x-N707-23	2x	Am	Pla	42.32225862	2.07281625	1181.065	core	2x-N707-23_Am_Pla_pb3411_v3.5
PB3412	2x-N707-24_Am_Pla_pb3412	2x-N707-24	2x	Am	Pla	42.32231231	2.073118877	1200.756	core	2x-N707-24_Am_Pla_pb3412_v3.5
PB3414	2x-N707-25_Am_Pla_pb3414	2x-N707-25	2x	Am	Pla	42.32341163	2.068279438	1213.085667	core	2x-N707-25_Am_Pla_pb3414_v3.5
PB3415	2x-N707-26_Am_Pla_pb3415	2x-N707-26	2x	Am	Pla	42.32199169	2.072491567	1195.335667	core	2x-N707-26_Am_Pla_pb3415_v3.5
PB3417	2x-N707-27_Am_Pla_pb3417	2x-N707-27	2x	Am	Pla	42.32283602	2.075157221	1204.865	core	2x-N707-27_Am_Pla_pb3417_v3.5
PB3824	2x-N707-28_Am_Pla_pb3824	2x-N707-28	2x	Am	Pla	42.32154656	2.071319133	1208.289	core	2x-N707-28_Am_Pla_pb3824_v3.5
PB3826	2x-N707-29_Am_Pla_pb3826	2x-N707-29	2x	Am	Pla	NA	NA	NA	NA	2x-N707-29_Am_Pla_pb3826_v3.5
PB2906	2x-N707-3_Am_Pla_pb2906	2x-N707-3	2x	Am	Pla	42.32230658	2.072785612	1172.309667	core	2x-N707-3_Am_Pla_pb2906_v3.5
PB3827	2x-N707-30_Am_Pla_pb3827	2x-N707-30	2x	Am	Pla	42.32192985	2.072277883	1195.166333	core	2x-N707-30_Am_Pla_pb3827_v3.5
PB3828	2x-N707-31_Am_Pla_pb3828	2x-N707-31	2x	Am	Pla	NA	NA	NA	NA	2x-N707-31_Am_Pla_pb3828_v3.5
PB3829	2x-N707-32_Am_Pla_pb3829	2x-N707-32	2x	Am	Pla	42.32286121	2.069503553	1229.657333	core	2x-N707-32_Am_Pla_pb3829_v3.5
PB3834	2x-N707-33_Am_Pla_pb3834	2x-N707-33	2x	Am	Pla	42.32376417	2.081144247	1195.011333	core	2x-N707-33_Am_Pla_pb3834_v3.5
PB3836	2x-N707-34_Am_Pla_pb3836	2x-N707-34	2x	Am	Pla	42.32265989	2.069756071	1225.48	core	2x-N707-34_Am_Pla_pb3836_v3.5
PB3837	2x-N707-35_Am_Pla_pb3837	2x-N707-35	2x	Am	Pla	42.32220116	2.072784162	1208.948333	core	2x-N707-35_Am_Pla_pb3837_v3.5
PB3838	2x-N707-36_Am_Pla_pb3838	2x-N707-36	2x	Am	Pla	42.3232204	2.076626732	1203.249667	core	2x-N707-36_Am_Pla_pb3838_v3.5
PB3838	2x-N707-36_Am_Pla_pb3838	2x-N707-36	2x	Am	Pla	42.32326212	2.076719841	1205.202333	core	2x-N707-36_Am_Pla_pb3838_v3.5
PB3839	2x-N707-37_Am_Pla_pb3839	2x-N707-37	2x	Am	Pla	42.32178345	2.071775371	1205.801667	core	2x-N707-37_Am_Pla_pb3839_v3.5
PB3882	2x-N707-38_Am_Pla_pb3882	2x-N707-38	2x	Am	Pla	42.32378403	2.081258473	1189.221333	core	2x-N707-38_Am_Pla_pb3882_v3.5
PB3885	2x-N707-39_Am_Pla_pb3885	2x-N707-39	2x	Am	Pla	42.32332881	2.076730664	1189.130333	core	2x-N707-39_Am_Pla_pb3885_v3.5
PB2907	2x-N707-4_Am_Pla_pb2907	2x-N707-4	2x	Am	Pla	42.32321789	2.076419637	1192.978667	core	2x-N707-4_Am_Pla_pb2907_v3.5
PB3886	2x-N707-40_Am_Pla_pb3886	2x-N707-40	2x	Am	Pla	42.32371538	2.079908061	1201.664333	core	2x-N707-40_Am_Pla_pb3886_v3.5
PB3887	2x-N707-41_Am_Pla_pb3887	2x-N707-41	2x	Am	Pla	42.32354597	2.078891296	1187.604667	core	2x-N707-41_Am_Pla_pb3887_v3.5
PB3888	2x-N707-42_Am_Pla_pb3888	2x-N707-42	2x	Am	Pla	42.32239341	2.073187103	1179.289	core	2x-N707-42_Am_Pla_pb3888_v3.5
PB3889	2x-N707-43_Am_Pla_pb3889	2x-N707-43	2x	Am	Pla	42.32365927	2.079449052	1192.724333	core	2x-N707-43_Am_Pla_pb3889_v3.5
PB3890	2x-N707-44_Am_Pla_pb3890	2x-N707-44	2x	Am	Pla	42.32267585	2.069768125	1226.883	core	2x-N707-44_Am_Pla_pb3890_v3.5
PB3891	2x-N707-45_Am_Pla_pb3891	2x-N707-45	2x	Am	Pla	42.32274867	2.074043805	1186.533	core	2x-N707-45_Am_Pla_pb3891_v3.5
PB3892	2x-N707-46_Am_Pla_pb3892	2x-N707-46	2x	Am	Pla	42.33080727	2.069992522	1460.826	core	2x-N707-46_Am_Pla_pb3892_v3.5
PB3893	2x-N707-47_Am_Pla_pb3893	2x-N707-47	2x	Am	Pla	42.32319599	2.076606872	1203.195	core	2x-N707-47_Am_Pla_pb3893_v3.5
PB3894	2x-N707-48_Am_Pla_pb3894	2x-N707-48	2x	Am	Pla	42.32216692	2.072614988	1192.28	core	2x-N707-48_Am_Pla_pb3894_v3.5
PB3896	2x-N707-49_Am_Pla_pb3896	2x-N707-49	2x	Am	Pla	42.32285123	2.068820475	1209.477	core	2x-N707-49_Am_Pla_pb3896_v3.5
PB2910	2x-N707-5_Am_Pla_pb2910	2x-N707-5	2x	Am	Pla	42.32321948	2.076817653	1185.092667	core	2x-N707-5_Am_Pla_pb2910_v3.5
PB3897	2x-N707-50_Am_Pla_pb3897	2x-N707-50	2x	Am	Pla	42.32253067	2.07372168	1211.819	core	2x-N707-50_Am_Pla_pb3897_v3.5
PB3898	2x-N707-51_Am_Pla_pb3898	2x-N707-51	2x	Am	Pla	42.32363819	2.080369774	1189.776667	core	2x-N707-51_Am_Pla_pb3898_v3.5
PB3899	2x-N707-52_Am_Pla_pb3899	2x-N707-52	2x	Am	Pla	42.32367354	2.079345836	1207.221	core	2x-N707-52_Am_Pla_pb3899_v3.5
PB4084	2x-N707-53_Am_Pla_pb4084	2x-N707-53	2x	Am	Pla	42.32250116	2.07003979	1225.241	core	2x-N707-53_Am_Pla_pb4084_v3.5
PB4099	2x-N707-54_Am_Pla_pb4099	2x-N707-54	2x	Am	Pla	42.32311101	2.068652214	1215.485667	core	2x-N707-54_Am_Pla_pb4099_v3.5
PB4102	2x-N707-55_Am_Pla_pb4102	2x-N707-55	2x	Am	Pla	42.33078481	2.069594783	1462.955333	core	2x-N707-55_Am_Pla_pb4102_v3.5
PB4104	2x-N707-56_Am_Pla_pb4104	2x-N707-56	2x	Am	Pla	42.32712434	2.076519576	1373.278333	core	2x-N707-56_Am_Pla_pb4104_v3.5
PB4108	2x-N707-57_Am_Pla_pb4108	2x-N707-57	2x	Am	Pla	42.32348373	2.07766946	1190.174	core	2x-N707-57_Am_Pla_pb4108_v3.5
PB4113	2x-N707-58_Am_Pla_pb4113	2x-N707-58	2x	Am	Pla	42.32221385	2.072788261	1204.657	core	2x-N707-58_Am_Pla_pb4113_v3.5
PB4116	2x-N707-59_Am_Pla_pb4116	2x-N707-59	2x	Am	Pla	42.32354065	2.077291111	1155.105333	core	2x-N707-59_Am_Pla_pb4116_v3.5
PB2911	2x-N707-6_Am_Pla_pb2911	2x-N707-6	2x	Am	Pla	42.32266726	2.06885618	1206.429	core	2x-N707-6_Am_Pla_pb2911_v3.5
PB4119	2x-N707-60_Am_Pla_pb4119	2x-N707-60	2x	Am	Pla	42.32223613	2.0727901	1193.415	core	2x-N707-60_Am_Pla_pb4119_v3.5
PB4284	2x-N707-61_Am_Pla_pb4284	2x-N707-61	2x	Am	Pla	42.32267457	2.074689459	1243.292	core	2x-N707-61_Am_Pla_pb4284_v3.5
PB4285	2x-N707-62_Am_Pla_pb4285	2x-N707-62	2x	Am	Pla	42.32254751	2.073955194	1226.032	core	2x-N707-62_Am_Pla_pb4285_v3.5
PB4286	2x-N707-63_Am_Pla_pb4286	2x-N707-63	2x	Am	Pla	42.32171034	2.070685426	1186.239	core	2x-N707-63_Am_Pla_pb4286_v3.5
PB4289	2x-N707-64_Am_Pla_pb4289	2x-N707-64	2x	Am	Pla	42.32365989	2.079350934	1183.183333	core	2x-N707-64_Am_Pla_pb4289_v3.5
PB4290	2x-N707-65_Am_Pla_pb4290	2x-N707-65	2x	Am	Pla	42.3226562	2.069799599	1225.655333	core	2x-N707-65_Am_Pla_pb4290_v3.5
PB4292	2x-N707-66_Am_Pla_pb4292	2x-N707-66	2x	Am	Pla	42.32268428	2.075772587	1279.569333	core	2x-N707-66_Am_Pla_pb4292_v3.5
PB4293	2x-N707-67_Am_Pla_pb4293	2x-N707-67	2x	Am	Pla	42.32296511	2.069359663	1226.814667	core	2x-N707-67_Am_Pla_pb4293_v3.5
PB4294	2x-N707-68_Am_Pla_pb4294	2x-N707-68	2x	Am	Pla	42.32365538	2.07926321	1189.786	core	2x-N707-68_Am_Pla_pb4294_v3.5
PB4295	2x-N707-69_Am_Pla_pb4295	2x-N707-69	2x	Am	Pla	42.32181506	2.071782608	1186.211667	core	2x-N707-69_Am_Pla_pb4295_v3.5
PB2912	2x-N707-7_Am_Pla_pb2912	2x-N707-7	2x	Am	Pla	42.3226391	2.068871523	1205.558	core	2x-N707-7_Am_Pla_pb2912_v3.5
PB4296	2x-N707-70_Am_Pla_pb4296	2x-N707-70	2x	Am	Pla	42.32319146	2.076441341	1190.548667	core	2x-N707-70_Am_Pla_pb4296_v3.5
PB4297	2x-N707-71_Am_Pla_pb4297	2x-N707-71	2x	Am	Pla	42.32270107	2.074656832	1233.954667	core	2x-N707-71_Am_Pla_pb4297_v3.5
PB4298	2x-N707-72_Am_Pla_pb4298	2x-N707-72	2x	Am	Pla	42.32289567	2.069431213	1226.347667	core	2x-N707-72_Am_Pla_pb4298_v3.5
PB4299	2x-N707-73_Am_Pla_pb4299	2x-N707-73	2x	Am	Pla	42.32189896	2.072178412	1186.231	core	2x-N707-73_Am_Pla_pb4299_v3.5
PB4300	2x-N707-74_Am_Pla_pb4300	2x-N707-74	2x	Am	Pla	42.32363175	2.080267244	1196.250333	core	2x-N707-74_Am_Pla_pb4300_v3.5
PB4301	2x-N707-75_Am_Pla_pb4301	2x-N707-75	2x	Am	Pla	42.32294666	2.075695609	1207.756667	core	2x-N707-75_Am_Pla_pb4301_v3.5
PB4303	2x-N707-76_Am_Pla_pb4303	2x-N707-76	2x	Am	Pla	42.32272885	2.074196071	1198.362333	core	2x-N707-76_Am_Pla_pb4303_v3.5
PB4306	2x-N707-77_Am_Pla_pb4306	2x-N707-77	2x	Am	Pla	42.32368435	2.079464836	1183.308	core	2x-N707-77_Am_Pla_pb4306_v3.5
PB4308	2x-N707-78_Am_Pla_pb4308	2x-N707-78	2x	Am	Pla	42.32380759	2.081678933	1182.702667	core	2x-N707-78_Am_Pla_pb4308_v3.5
PB4310	2x-N707-79_Am_Pla_pb4310	2x-N707-79	2x	Am	Pla	42.32176104	2.072010468	1199.399333	core	2x-N707-79_Am_Pla_pb4310_v3.5
PB2914	2x-N707-8_Am_Pla_pb2914	2x-N707-8	2x	Am	Pla	42.3228967	2.075512311	1177.713333	core	2x-N707-8_Am_Pla_pb2914_v3.5
PB4311	2x-N707-80_Am_Pla_pb4311	2x-N707-80	2x	Am	Pla	42.32299875	2.07644609	1434.202667	core	2x-N707-80_Am_Pla_pb4311_v3.5
PB4313	2x-N707-81_Am_Pla_pb4313	2x-N707-81	2x	Am	Pla	42.32255289	2.069987732	1230.153	core	2x-N707-81_Am_Pla_pb4313_v3.5
PB4314	2x-N707-82_Am_Pla_pb4314	2x-N707-82	2x	Am	Pla	42.32217855	2.072694531	1191.931333	core	2x-N707-82_Am_Pla_pb4314_v3.5
PB4315	2x-N707-83_Am_Pla_pb4315	2x-N707-83	2x	Am	Pla	NA	NA	NA	NA	2x-N707-83_Am_Pla_pb4315_v3.5
PB4316	2x-N707-84_Am_Pla_pb4316	2x-N707-84	2x	Am	Pla	42.32287786	2.075715636	1196.361333	core	2x-N707-84_Am_Pla_pb4316_v3.5
PB4319	2x-N707-85_Am_Pla_pb4319	2x-N707-85	2x	Am	Pla	42.32292441	2.0757097	1186.536333	core	2x-N707-85_Am_Pla_pb4319_v3.5
PB4323	2x-N707-86_Am_Pla_pb4323	2x-N707-86	2x	Am	Pla	NA	NA	NA	NA	2x-N707-86_Am_Pla_pb4323_v3.5
PB4324	2x-N707-87_Am_Pla_pb4324	2x-N707-87	2x	Am	Pla	42.32250697	2.073781106	1201.268667	core	2x-N707-87_Am_Pla_pb4324_v3.5
PB4329	2x-N707-88_Am_Pla_pb4329	2x-N707-88	2x	Am	Pla	42.32308427	2.076173546	1190.596	core	2x-N707-88_Am_Pla_pb4329_v3.5
PB4330	2x-N707-89_Am_Pla_pb4330	2x-N707-89	2x	Am	Pla	42.32175797	2.07170655	1190.153333	core	2x-N707-89_Am_Pla_pb4330_v3.5
PB2916	2x-N707-9_Am_Pla_pb2916	2x-N707-9	2x	Am	Pla	42.32227432	2.072729611	1176.127667	core	2x-N707-9_Am_Pla_pb2916_v3.5
PB4331	2x-N707-90_Am_Pla_pb4331	2x-N707-90	2x	Am	Pla	42.32166911	2.07073441	1184.08	core	2x-N707-90_Am_Pla_pb4331_v3.5
PB4561	2x-N707-91_Am_Pla_pb4561	2x-N707-91	2x	Am	Pla	42.32284019	2.069337205	1258.265667	core	2x-N707-91_Am_Pla_pb4561_v3.5
PB4562	2x-N707-92_Am_Pla_pb4562	2x-N707-92	2x	Am	Pla	42.32364626	2.080414268	1189.753333	core	2x-N707-92_Am_Pla_pb4562_v3.5
PB4564	2x-N707-93_Am_Pla_pb4564	2x-N707-93	2x	Am	Pla	NA	NA	NA	NA	2x-N707-93_Am_Pla_pb4564_v3.5
PA0212	2x-N708-1_Am_Pla_pa0212	2x-N708-1	2x	Am	Pla	42.32148851	2.07094309	1203.450667	core	2x-N708-1_Am_Pla_pa0212_v3.5
PA0344	2x-N708-10_Am_Pla_pa0344	2x-N708-10	2x	Am	Pla	42.32188937	2.072233139	1197.816	core	2x-N708-10_Am_Pla_pa0344_v3.5
PA0349	2x-N708-11_Am_Pla_pa0349	2x-N708-11	2x	Am	Pla	42.32174469	2.071770901	1202.768333	core	2x-N708-11_Am_Pla_pa0349_v3.5
PA0350	2x-N708-12_Am_Pla_pa0350	2x-N708-12	2x	Am	Pla	42.32183537	2.072189097	1197.82	core	2x-N708-12_Am_Pla_pa0350_v3.5
PA0356	2x-N708-13_Am_Pla_pa0356	2x-N708-13	2x	Am	Pla	42.32182893	2.072051504	1201.241333	core	2x-N708-13_Am_Pla_pa0356_v3.5
PA0447	2x-N708-14_Am_Pla_pa0447	2x-N708-14	2x	Am	Pla	42.32220745	2.072938618	1201.621	core	2x-N708-14_Am_Pla_pa0447_v3.5
PA0448	2x-N708-15_Am_Pla_pa0448	2x-N708-15	2x	Am	Pla	NA	NA	NA	NA	2x-N708-15_Am_Pla_pa0448_v3.5
PA0460	2x-N708-16_Am_Pla_pa0460	2x-N708-16	2x	Am	Pla	42.32292659	2.07551709	1204.654	core	2x-N708-16_Am_Pla_pa0460_v3.5
PA0666	2x-N708-17_Am_Pla_pa0666	2x-N708-17	2x	Am	Pla	42.32174356	2.071785385	1203.074333	core	2x-N708-17_Am_Pla_pa0666_v3.5
PA0760	2x-N708-18_Am_Pla_pa0760	2x-N708-18	2x	Am	Pla	42.32272356	2.074257019	1208.321	core	2x-N708-18_Am_Pla_pa0760_v3.5
PA0981	2x-N708-19_Am_Pla_pa0981	2x-N708-19	2x	Am	Pla	42.32285166	2.075429422	1193.093	core	2x-N708-19_Am_Pla_pa0981_v3.5
PA0283	2x-N708-2_Am_Pla_pa0283	2x-N708-2	2x	Am	Pla	42.32326077	2.076719187	1200.315	core	2x-N708-2_Am_Pla_pa0283_v3.5
PA0986	2x-N708-20_Am_Pla_pa0986	2x-N708-20	2x	Am	Pla	42.32364571	2.079837309	1186.243667	core	2x-N708-20_Am_Pla_pa0986_v3.5
PA0994	2x-N708-21_Am_Pla_pa0994	2x-N708-21	2x	Am	Pla	42.32359992	2.079216759	1189.001667	core	2x-N708-21_Am_Pla_pa0994_v3.5
PA0998	2x-N708-22_Am_Pla_pa0998	2x-N708-22	2x	Am	Pla	42.32359445	2.079091685	1185.568667	core	2x-N708-22_Am_Pla_pa0998_v3.5
PA0999	2x-N708-23_Am_Pla_pa0999	2x-N708-23	2x	Am	Pla	42.32364516	2.079559666	1184.259333	core	2x-N708-23_Am_Pla_pa0999_v3.5
PA1148	2x-N708-24_Am_Pla_pa1148	2x-N708-24	2x	Am	Pla	42.32369171	2.080564191	1184.212667	core	2x-N708-24_Am_Pla_pa1148_v3.5
PA1168	2x-N708-25_Am_Pla_pa1168	2x-N708-25	2x	Am	Pla	42.32356367	2.081125286	1231.477333	core	2x-N708-25_Am_Pla_pa1168_v3.5
PA1179	2x-N708-26_Am_Pla_pa1179	2x-N708-26	2x	Am	Pla	42.32363475	2.080387859	1187.723	core	2x-N708-26_Am_Pla_pa1179_v3.5
PA1291	2x-N708-27_Am_Pla_pa1291	2x-N708-27	2x	Am	Pla	42.3228414	2.075840204	1203.541	core	2x-N708-27_Am_Pla_pa1291_v3.5
PA1308	2x-N708-28_Am_Pla_pa1308	2x-N708-28	2x	Am	Pla	42.32710707	2.076369546	1374.712667	core	2x-N708-28_Am_Pla_pa1308_v3.5
PA1321	2x-N708-29_Am_Pla_pa1321	2x-N708-29	2x	Am	Pla	42.32275498	2.074257157	1217.66	core	2x-N708-29_Am_Pla_pa1321_v3.5
PA0291	2x-N708-3_Am_Pla_pa0291	2x-N708-3	2x	Am	Pla	42.32331711	2.076884631	1191.85	core	2x-N708-3_Am_Pla_pa0291_v3.5
PA1799	2x-N708-30_Am_Pla_pa1799	2x-N708-30	2x	Am	Pla	42.3217426	2.07178748	1203.436	core	2x-N708-30_Am_Pla_pa1799_v3.5
PA1849	2x-N708-31_Am_Pla_pa1849	2x-N708-31	2x	Am	Pla	42.32191589	2.072286795	1198.338333	core	2x-N708-31_Am_Pla_pa1849_v3.5
PA1851	2x-N708-32_Am_Pla_pa1851	2x-N708-32	2x	Am	Pla	42.3227562	2.074318029	1199.595	core	2x-N708-32_Am_Pla_pa1851_v3.5
PA1852	2x-N708-33_Am_Pla_pa1852	2x-N708-33	2x	Am	Pla	NA	NA	NA	NA	2x-N708-33_Am_Pla_pa1852_v3.5
PB4565	2x-N708-34_Am_Pla_pb4565	2x-N708-34	2x	Am	Pla	42.32218764	2.072884736	1200.420667	core	2x-N708-34_Am_Pla_pb4565_v3.5
PB4566	2x-N708-35_Am_Pla_pb4566	2x-N708-35	2x	Am	Pla	42.32294002	2.075953033	1326.038	core	2x-N708-35_Am_Pla_pb4566_v3.5
PB4567	2x-N708-36_Am_Pla_pb4567	2x-N708-36	2x	Am	Pla	NA	NA	NA	NA	2x-N708-36_Am_Pla_pb4567_v3.5
PB4568	2x-N708-37_Am_Pla_pb4568	2x-N708-37	2x	Am	Pla	42.32251758	2.07004363	1226.199667	core	2x-N708-37_Am_Pla_pb4568_v3.5
PB4569	2x-N708-38_Am_Pla_pb4569	2x-N708-38	2x	Am	Pla	42.32275368	2.074272438	1198.360333	core	2x-N708-38_Am_Pla_pb4569_v3.5
PB4570	2x-N708-39_Am_Pla_pb4570	2x-N708-39	2x	Am	Pla	42.32361729	2.079398018	1189.576333	core	2x-N708-39_Am_Pla_pb4570_v3.5
PA0299	2x-N708-4_Am_Pla_pa0299	2x-N708-4	2x	Am	Pla	42.32323617	2.076638022	1196.577	core	2x-N708-4_Am_Pla_pa0299_v3.5
PB4572	2x-N708-40_Am_Pla_pb4572	2x-N708-40	2x	Am	Pla	42.32667792	2.076264806	1374.572	core	2x-N708-40_Am_Pla_pb4572_v3.5
PB4574	2x-N708-41_Am_Pla_pb4574	2x-N708-41	2x	Am	Pla	42.32362851	2.07915672	1195.444333	core	2x-N708-41_Am_Pla_pb4574_v3.5
PB4575	2x-N708-42_Am_Pla_pb4575	2x-N708-42	2x	Am	Pla	42.32268987	2.074270709	1211.574333	core	2x-N708-42_Am_Pla_pb4575_v3.5
PB4576	2x-N708-43_Am_Pla_pb4576	2x-N708-43	2x	Am	Pla	42.32290509	2.075544007	1196.062667	core	2x-N708-43_Am_Pla_pb4576_v3.5
PB4578	2x-N708-44_Am_Pla_pb4578	2x-N708-44	2x	Am	Pla	42.32265602	2.069789043	1228.045667	core	2x-N708-44_Am_Pla_pb4578_v3.5
PB4579	2x-N708-45_Am_Pla_pb4579	2x-N708-45	2x	Am	Pla	42.32368767	2.079915945	1189.716	core	2x-N708-45_Am_Pla_pb4579_v3.5
PB4580	2x-N708-46_Am_Pla_pb4580	2x-N708-46	2x	Am	Pla	42.32252916	2.070043245	1214.181333	core	2x-N708-46_Am_Pla_pb4580_v3.5
PB4701	2x-N708-47_Am_Pla_pb4701	2x-N708-47	2x	Am	Pla	42.32323534	2.076785827	1193.249333	core	2x-N708-47_Am_Pla_pb4701_v3.5
PB4702	2x-N708-48_Am_Pla_pb4702	2x-N708-48	2x	Am	Pla	42.32233315	2.073363803	1197.254333	core	2x-N708-48_Am_Pla_pb4702_v3.5
PB4703	2x-N708-49_Am_Pla_pb4703	2x-N708-49	2x	Am	Pla	42.32356245	2.079073785	1185.903333	core	2x-N708-49_Am_Pla_pb4703_v3.5
PA0323	2x-N708-5_Am_Pla_pa0323	2x-N708-5	2x	Am	Pla	42.32286876	2.075416951	1193.874	core	2x-N708-5_Am_Pla_pa0323_v3.5
PB4704	2x-N708-50_Am_Pla_pb4704	2x-N708-50	2x	Am	Pla	42.3221565	2.072731137	1201.720333	core	2x-N708-50_Am_Pla_pb4704_v3.5
PB4705	2x-N708-51_Am_Pla_pb4705	2x-N708-51	2x	Am	Pla	42.32362914	2.07899797	1185.911667	core	2x-N708-51_Am_Pla_pb4705_v3.5
PB4707	2x-N708-52_Am_Pla_pb4707	2x-N708-52	2x	Am	Pla	42.3226484	2.074129997	1204.237	core	2x-N708-52_Am_Pla_pb4707_v3.5
PB4714	2x-N708-53_Am_Pla_pb4714	2x-N708-53	2x	Am	Pla	42.32321358	2.076741255	1191.550667	core	2x-N708-53_Am_Pla_pb4714_v3.5
PB4715	2x-N708-54_Am_Pla_pb4715	2x-N708-54	2x	Am	Pla	42.32373181	2.08096984	1193.395	core	2x-N708-54_Am_Pla_pb4715_v3.5
PB4716	2x-N708-55_Am_Pla_pb4716	2x-N708-55	2x	Am	Pla	42.32320356	2.068671522	1215.972667	core	2x-N708-55_Am_Pla_pb4716_v3.5
PB4717	2x-N708-56_Am_Pla_pb4717	2x-N708-56	2x	Am	Pla	42.32288798	2.075463223	1203.674	core	2x-N708-56_Am_Pla_pb4717_v3.5
PB4718	2x-N708-57_Am_Pla_pb4718	2x-N708-57	2x	Am	Pla	42.32278103	2.075088969	1196.273667	core	2x-N708-57_Am_Pla_pb4718_v3.5
PB4841	2x-N708-58_Am_Pla_pb4841	2x-N708-58	2x	Am	Pla	42.32189625	2.073039191	1371.238667	core	2x-N708-58_Am_Pla_pb4841_v3.5
PB4842	2x-N708-59_Am_Pla_pb4842	2x-N708-59	2x	Am	Pla	42.32286483	2.06950149	1228.383667	core	2x-N708-59_Am_Pla_pb4842_v3.5
PA0330	2x-N708-6_Am_Pla_pa0330	2x-N708-6	2x	Am	Pla	42.32278485	2.074664251	1194.393	core	2x-N708-6_Am_Pla_pa0330_v3.5
PB4843	2x-N708-60_Am_Pla_pb4843	2x-N708-60	2x	Am	Pla	42.32249289	2.070003359	1225.782	core	2x-N708-60_Am_Pla_pb4843_v3.5
PB4844	2x-N708-61_Am_Pla_pb4844	2x-N708-61	2x	Am	Pla	42.323407	2.078158401	1293.745333	core	2x-N708-61_Am_Pla_pb4844_v3.5
PB4845	2x-N708-62_Am_Pla_pb4845	2x-N708-62	2x	Am	Pla	42.32363991	2.079846515	1184.747	core	2x-N708-62_Am_Pla_pb4845_v3.5
PB4847	2x-N708-63_Am_Pla_pb4847	2x-N708-63	2x	Am	Pla	42.32213774	2.072697593	1206.195	core	2x-N708-63_Am_Pla_pb4847_v3.5
PB4848	2x-N708-64_Am_Pla_pb4848	2x-N708-64	2x	Am	Pla	42.32189116	2.072146187	1203.846667	core	2x-N708-64_Am_Pla_pb4848_v3.5
PB4850	2x-N708-65_Am_Pla_pb4850	2x-N708-65	2x	Am	Pla	42.32294318	2.075608161	1216.001333	core	2x-N708-65_Am_Pla_pb4850_v3.5
PB4857	2x-N708-66_Am_Pla_pb4857	2x-N708-66	2x	Am	Pla	42.32317596	2.076605712	1212.026	core	2x-N708-66_Am_Pla_pb4857_v3.5
PB4858	2x-N708-67_Am_Pla_pb4858	2x-N708-67	2x	Am	Pla	42.32379004	2.081083449	1188.515	core	2x-N708-67_Am_Pla_pb4858_v3.5
PB4859	2x-N708-68_Am_Pla_pb4859	2x-N708-68	2x	Am	Pla	42.3228866	2.075320751	1193.810333	core	2x-N708-68_Am_Pla_pb4859_v3.5
Y1916	2x-N708-69_Am_Pla_y1916	2x-N708-69	2x	Am	Pla	42.3234695	2.07771624	1190.966	core	2x-N708-69_Am_Pla_y1916_v3.5
Y1916	2x-N708-69_Am_Pla_y1916	2x-N708-69	2x	Am	Pla	42.32350156	2.077699994	1187.112	core	2x-N708-69_Am_Pla_y1916_v3.5
PA0333	2x-N708-7_Am_Pla_pa0333	2x-N708-7	2x	Am	Pla	42.32293831	2.07565908	1190.911	core	2x-N708-7_Am_Pla_pa0333_v3.5
Y2016	2x-N708-70_Am_Pla_y2016	2x-N708-70	2x	Am	Pla	42.32365331	2.079217208	1186.181	core	2x-N708-70_Am_Pla_y2016_v3.5
Y208	2x-N708-71_Am_Pla_y208	2x-N708-71	2x	Am	Pla	42.32273138	2.074422663	1203.64	core	2x-N708-71_Am_Pla_y208_v3.5
Z0040	2x-N708-72_Am_Pla_z0040	2x-N708-72	2x	Am	Pla	42.3229339	2.075652377	1189.529	core	2x-N708-72_Am_Pla_z0040_v3.5
Z0040	2x-N708-72_Am_Pla_z0040	2x-N708-72	2x	Am	Pla	42.32302692	2.075635329	1191.931	core	2x-N708-72_Am_Pla_z0040_v3.5
