PlantID	Group	Coverage_mean	Coverage_stdev	GT_percentage	MappingQuality	InsertSize_median	Coverage_bin
PB4718	2x	1.8134	17.2545	36.53	41.3027	189	Low
PB4841	2x	2.3892	18.395	36.27	41.9108	191	Low
PB4842	2x	2.1163	30.2738	36.58	41.6803	180	Low
PA0323	2x	2.3166	16.0955	36.51	41.678	185	Low
PB4843	2x	2.5101	23.9851	36.63	41.9173	186	Low
PB4844	2x	1.8763	18.5552	36.51	41.1965	198	Low
PB4845	2x	2.824	26.1758	36.32	42.0907	185	Low
PB4847	2x	2.3421	23.1821	36.34	41.4114	189	Low
PB4848	2x	2.4954	12.6725	36.27	41.8717	190	Low
PB4850	2x	2.0975	14.8861	36.25	41.5657	190	Low
PB4857	2x	2.6788	19.2686	36.28	42.2772	188	Low
PB4858	2x	2.5086	15.1929	36.11	41.6497	185	Low
PB4859	2x	2.9327	17.0961	36.27	41.9188	187	Low
Y1916	2x	2.9708	29.0398	36.42	41.9478	183	Low
PA0330	2x	2.1535	23.8662	36.49	41.6225	186	Low
Y2016	2x	2.5337	20.0592	36.4	41.8302	188	Low
Y208	2x	2.3106	40.2395	36.64	41.0949	183	Low
Z0040	2x	1.9832	15.9573	36.33	41.3345	188	Low
Z0191	2x	1.8692	12.4665	36.46	41.3911	191	Low
Z0219	2x	2.1481	20.024	36.51	41.6156	191	Low
Z0403	2x	2.4095	22.7165	36.58	41.6447	188	Low
Z0455	2x	2.3524	14.6729	36.35	41.9292	188	Low
Z0464	2x	2.2168	22.6937	36.65	41.5779	187	Low
Z0466	2x	1.625	20.7294	36.62	41.0425	188	Low
Z0474	2x	1.9267	21.6937	36.46	41.2197	187	Low
PA0333	2x	1.8006	19.1861	36.37	41.0569	185	Low
Z0491	2x	1.6334	12.7802	36.38	41.3369	188	Low
Z0511	2x	1.3901	9.619	36.55	40.8229	188	Low
Z0572	2x	2.506	18.9622	36.27	41.9916	186	Low
Z0573	2x	2.2172	18.9311	36.35	41.7574	187	Low
Z0576	2x	2.2449	18.7187	36.36	41.6388	181	Low
Z0715	2x	1.7799	19.3216	36.65	40.9798	182	Low
Z1062	2x	2.2317	27.6077	36.57	41.5367	188	Low
Z1066	2x	1.8033	19.467	36.52	40.8673	190	Low
Z1071	2x	2.1138	25.5036	36.5	41.3222	185	Low
Z1079	2x	1.9447	21.8586	36.48	41.1863	184	Low
PA0341	2x	1.7032	16.6407	36.51	41.0112	190	Low
Z1259	2x	2.0752	21.4982	36.38	41.525	187	Low
Z1621	2x	2.1396	22.7475	36.34	41.38	187	Low
Z1765	2x	2.3655	17.2178	36.2	41.8291	186	Low
Z2100	2x	2.4337	24.0114	36.5	41.7275	185	Low
Z2108	2x	2.5131	29.0155	36.37	41.7654	184	Low
Z2983	2x	2.5959	21.6896	36.25	41.7	183	Low
Z4584	2x	2.4949	28.3841	36.47	41.718	184	Low
PA0343	2x	1.594	19.684	36.67	40.9529	191	Low
PA2386	2x	1.8941	19.8619	36.47	41.6398	195	Low
PA2389	2x	1.9585	13.2806	36.07	41.5164	194	Low
PA2393	2x	2.5697	19.593	36.18	42.0358	192	Low
PA2395	2x	2.0693	18.3424	36.16	41.9808	192	Low
PA2399	2x	1.7234	17.5925	36.39	41.5362	194	Low
PA2400	2x	1.0083	10.4993	36.19	40.2707	194	Low
PA2417	2x	1.7593	17.2538	36.15	41.3493	191	Low
PA2468	2x	1.621	17.5502	36.42	41.069	197	Low
PA2472	2x	2.56	18.8636	36.11	41.9765	197	Low
PA2477	2x	2.5315	29.0679	36.13	41.7447	193	Low
PA1282	2x	2.3468	20.1109	36.24	41.8174	194	Low
PA2478	2x	2.0071	20.1598	36.26	41.3404	192	Low
PA2483	2x	2.4996	23.9488	36.12	41.7588	192	Low
PA2484	2x	1.6711	18.4287	36.41	40.9873	199	Low
PA2485	2x	2.2915	27.2409	36.26	41.3638	192	Low
PA2486	2x	1.8479	20.4845	36.28	40.9251	193	Low
PA2495	2x	1.7696	13.8544	36.29	40.9377	194	Low
PA2499	2x	2.2721	27.3758	36.48	41.2907	197	Low
PA2514	2x	1.731	13.0225	36.02	40.9957	192	Low
PA2520	2x	2.1809	20.3127	35.97	41.8029	189	Low
PA2530	2x	1.8205	22.2454	36.41	40.9078	193	Low
PA1854	2x	2.1806	27.8899	36.4	41.4372	190	Low
PB0292B	2x	2.1732	15.3342	36.09	41.1661	192	Low
PB0296B	2x	1.8106	18.6998	36.22	41.0923	192	Low
PA1858	2x	1.7069	20.5457	36.32	40.8048	189	Low
PB0934	2x	2.0243	16.1284	36.1	40.9039	187	Low
PA1896	2x	1.8682	13.2173	36.09	41.0791	193	Low
PA1904	2x	1.9362	20.884	36.3	41.2691	193	Low
PA1912	2x	1.7649	13.3356	36.19	41.3937	194	Low
PA1943	2x	1.8494	17.9378	36.23	41.3129	191	Low
PA1945	2x	1.6875	18.3399	36.16	41.2634	189	Low
PA2382	2x	1.9237	22.1364	36.25	41.5337	191	Low
PB0898	60x2	107.1166	1243.607	35.51	42.2386	174	High
PB1042	60x2	109.5559	721.8673	35.18	42.5263	169	High
PB0464	60x	111.3961	1728.6612	35.6	42.2507	169	High
X3318	n96-Ave	0.7895	5.2972	36.3	43.8587	248	Low
X3327	n96-Ave	0.5843	3.9689	36.14	43.7943	252	Low
X3333	n96-Ave	0.9833	5.7837	36.63	43.508	254	Low
X3394	n96-Ave	1.2995	7.3529	36.93	43.6373	254	Low
X4101	n96-Ave	1.2272	6.3722	36.84	43.466	250	Low
X4102	n96-Ave	0.9852	7.0808	36.85	43.1101	244	Low
X4116	n96-Ave	0.9552	5.6672	35.89	43.9753	249	Low
X4128	n96-Ave	0.9223	4.6208	35.97	43.7954	254	Low
X4129	n96-Ave	1.071	6.2998	36.25	43.2742	251	Low
X4134	n96-Ave	1.4647	8.9429	37.16	43.0639	260	Low
X4137	n96-Ave	1.1972	6.035	36.25	43.665	256	Low
X4140	n96-Ave	0.9484	5.809	36.58	43.2268	246	Low
X4148	n96-Ave	1.1666	5.5797	35.93	43.6863	247	Low
X4149	n96-Ave	1.3408	5.992	36.92	43.1026	261	Low
X4150	n96-Ave	0.9222	6.2909	35.65	44.2918	252	Low
X4153	n96-Ave	0.9643	6.9082	35.56	44.0632	244	Low
X4155	n96-Ave	0.8694	4.8649	35.7	43.9605	259	Low
X4158	n96-Ave	1.3185	8.4862	36.32	43.8667	264	Low
X4159	n96-Ave	1.0674	8.9281	36.39	43.7161	234	Low
X4161	n96-Ave	1.0368	6.106	37.1	43.3832	265	Low
X4178	n96-Ave	0.9281	6.7177	36.18	44.2531	256	Low
X4359	n96-Ave	0.8726	5.5722	36.63	43.4569	252	Low
X4392	n96-Ave	0.9637	5.382	37.14	42.9334	271	Low
X4429	n96-Ave	0.9302	4.4977	36.39	43.1427	258	Low
X4459	n96-Ave	1.2716	7.9764	36.25	44.1093	267	Low
X4463	n96-Ave	1.1776	8.5579	35.41	44.1982	247	Low
X4477	n96-Ave	1.0361	8.957	35.85	43.8566	249	Low
X4491	n96-Ave	1.3369	12.4783	36.52	43.9317	256	Low
X4570	n96-Ave	0.8578	5.207	36.99	42.9234	257	Low
X4579	n96-Ave	0.7088	4.4141	36.76	42.7914	249	Low
X4580	n96-Ave	0.6885	4.7157	36.58	43.0861	247	Low
X4585	n96-Ave	1.0166	5.1987	36.72	42.9403	261	Low
X4593	n96-Ave	0.8364	8.3203	35.95	43.906	242	Low
X4608	n96-Ave	0.842	6.4501	36.35	43.7228	242	Low
X4624	n96-Ave	1.2936	10.7655	36.63	43.9311	262	Low
X4786	n96-Ave	0.7685	5.3681	36.34	44.0186	261	Low
X4837	n96-Ave	0.724	5.8867	36.85	43.7727	268	Low
X4867	n96-Ave	0.5143	2.3839	36.43	42.605	269	Low
Z0035	n96-Pla	1.1829	7.3639	36.99	44.0927	258	Low
Z0047	n96-Pla	0.6971	6.2979	36.39	44.8329	256	Low
Z0050	n96-Pla	0.742	8.0991	36.86	44.9232	272	Low
Z0147	n96-Pla	0.4716	2.7441	36.32	44.5359	261	Low
Z0156	n96-Pla	0.5371	3.6934	36.81	44.0599	249	Low
Z0169	n96-Pla	0.7953	6.4262	36.24	44.7749	266	Low
Z0204	n96-Pla	0.6365	3.3275	36.72	43.5705	258	Low
Z0347	n96-Pla	0.6285	4.2418	36.58	44.0276	253	Low
Z0550	n96-Pla	0.6996	4.9743	36.11	44.8373	258	Low
Z0704	n96-Pla	0.5596	3.0172	36.79	43.5246	255	Low
Z0713	n96-Pla	0.841	5.8165	37.58	43.3214	265	Low
Z0837	n96-Pla	0.8081	5.2532	36.75	43.9698	261	Low
Z0847	n96-Pla	0.6585	5.0238	35.64	44.996	245	Low
Z0852	n96-Pla	0.8482	7.3673	37.04	44.3525	262	Low
Z0854	n96-Pla	0.8166	6.502	36.28	44.7069	254	Low
Z1403	n96-Pla	0.5817	3.8419	37.06	42.9666	263	Low
Z1441	n96-Pla	0.56	4.5178	36.19	44.7332	251	Low
Z1778	n96-Pla	0.979	8.9873	36.22	44.8335	269	Low
Z1802	n96-Pla	0.9356	7.1914	35.62	45.0316	249	Low
Z2008	n96-Pla	0.7998	6.345	35.77	44.801	249	Low
Z2018	n96-Pla	1.1024	7.7313	36.83	44.3563	268	Low
Z2020	n96-Pla	0.8726	5.909	36.84	43.748	256	Low
Z2046	n96-Pla	0.6964	4.7908	35.84	45.0514	257	Low
Z2281	n96-Pla	0.5489	2.9382	36.3	44.3771	249	Low
Z2283	n96-Pla	0.6732	3.1171	36.83	43.2756	261	Low
Z2286	n96-Pla	0.5606	2.8233	36.46	43.2666	258	Low
Z2287	n96-Pla	0.5613	2.8441	37.03	43.8169	270	Low
Z2290	n96-Pla	0.7593	4.7496	36.11	44.932	256	Low
Z2292	n96-Pla	0.7733	4.8791	36.46	44.9198	258	Low
Z2293	n96-Pla	0.52	3.5092	36.28	44.6831	258	Low
Z2294	n96-Pla	0.7841	4.6691	36.97	44.1782	271	Low
Z2295	n96-Pla	0.814	4.6863	36.58	44.4202	258	Low
Z2296	n96-Pla	0.5569	5.4649	37.03	44.1229	246	Low
Z2298	n96-Pla	0.9578	8.0435	37.04	44.672	264	Low
Z2300	n96-Pla	0.7621	3.4184	36.51	42.9423	255	Low
Z2706	n96-Pla	0.7965	3.2473	36.23	44.1695	268	Low
Z2711	n96-Pla	1.2389	8.0675	36.17	44.4474	252	Low
Z3021	n96-Pla	0.5815	3.8848	36.07	44.7535	259	Low
Z3257	n96-Pla	0.7891	4.2214	37.64	43.2438	272	Low
Z3891	n96-Pla	0.9549	5.754	36.14	44.6124	249	Low
Z4710	n96-Pla	0.558	3.6363	36.54	44.1781	252	Low
Z4712	n96-Pla	0.6613	3.9996	36.55	44.2934	260	Low
Z4758	n96-Pla	1.3074	10.826	36.53	44.7258	270	Low
Z4783	n96-Pla	0.7963	5.2739	36.32	44.3376	251	Low
Z4793	n96-Pla	0.5528	4.2845	36	44.722	257	Low
Z4797	n96-Pla	0.6214	4.2948	35.96	44.8002	251	Low
Z5444	n96-Pla	0.7985	5.269	36.36	44.7888	262	Low
Z5451	n96-Pla	0.7424	3.7346	36.15	44.6303	257	Low
D10	TRIO-GH	7.5127	75.0328	36.34	39.33	259	High
D7	TRIO-GH	7.32	90.2007	36.31	39.2272	261	High
D8	TRIO-GH	6.1272	49.5523	36.05	39.3022	260	High
D9	TRIO-GH	5.9924	58.8821	36.24	39.114	265	High
406	TRIO-GH	3.3151	17.0615	36.14	39.0165	282	Low
603	TRIO-GH	3.0015	14.8826	35.88	38.689	277	Low
608	TRIO-GH	4.0271	18.1568	35.88	39.4203	266	Low
D01	TRIO-GH	6.0049	57.7388	36.19	39.7757	268	High
D02	TRIO-GH	6.2305	47.7076	36.19	39.7978	268	High
D03	TRIO-GH	5.9712	51.7288	36.16	39.4687	269	High
D04	TRIO-GH	4.7737	44.8559	36.17	39.412	262	Low
D05	TRIO-GH	3.943	34.1778	36.19	38.9458	281	Low
D06	TRIO-GH	4.5231	39.5308	36.17	39.3151	276	Low
S1803	TRIO-Pla	4.3058	41.0028	36.06	39.1654	250	Low
S5237	TRIO-Pla	3.3276	24.5729	36.05	38.8881	268	Low
T0082	TRIO-Pla	5.6823	49.4105	35.99	39.412	257	High
T0281	TRIO-Pla	5.9859	32.762	35.95	39.6904	256	High
T1352	TRIO-Pla	5.2358	61.5739	36.18	39.1474	257	High
V0574	TRIO-Pla	3.0745	21.694	36.11	38.5499	265	Low
L1190	TRIO-Pla	4.4997	32.2133	35.91	39.3162	225	Low
L1293	TRIO-Pla	4.0464	26.6111	35.85	39.3176	234	Low
M0989	TRIO-Pla	4.8908	33.3718	35.89	39.5942	244	Low
P0192	TRIO-Pla	4.0766	29.7563	35.96	39.1976	250	Low
P0239	TRIO-Pla	3.6935	29.145	36.03	38.7076	244	Low
P0247	TRIO-Pla	3.7425	33.2961	36.05	38.8943	258	Low
P0278	TRIO-Pla	3.608	37.6466	36	38.9774	247	Low
P0293	TRIO-Pla	2.2635	20.8638	35.98	38.0749	251	Low
P0578	TRIO-Pla	4.7152	38.7874	36	39.2065	260	Low
