PlantID	seq1	seq2	seq3	batch
pb0099	2xE-N701e	2x-N701	NaN	2x
pb0100	2xE-N701e	2x-N701	NaN	2x
pb0101	2xE-N701e	2x-N701	NaN	2x
pb0102	2xE-N701e	2x-N701	NaN	2x
pb0103	2xE-N701e	2x-N701	NaN	2x
pb0104	2xE-N701e	2x-N701	NaN	2x
pb0105	2xE-N701e	2x-N701	NaN	2x
pb0106	2xE-N701e	2x-N701	NaN	2x
pb0107	2xE-N701e	2x-N701	NaN	2x
pb0108	2xE-N701e	2x-N701	NaN	2x
pb0109	2xE-N701e	2x-N701	NaN	2x
pb0110	2xE-N701e	2x-N701	NaN	2x
pb0111	2xE-N701e	2x-N701	NaN	2x
pb0112	2xE-N701e	2x-N701	NaN	2x
pb0113	2xE-N701e	2x-N701	NaN	2x
pb0114	2xE-N701e	2x-N701	NaN	2x
pb0115	2xE-N701e	2x-N701	NaN	2x
pb0116	2xE-N701e	2x-N701	NaN	2x
pb0117	2xE-N701e	2x-N701	NaN	2x
pb0118	2xE-N701e	2x-N701	NaN	2x
pb0119	2xE-N701e	2x-N701	NaN	2x
pb0120	2xE-N701e	2x-N701	NaN	2x
pb0121	2xE-N701e	2x-N701	NaN	2x
pb0122	2xE-N701e	2x-N701	NaN	2x
pb0123	2xE-N701e	2x-N701	NaN	2x
pb0124	2xE-N701e	2x-N701	NaN	2x
pb0125	2xE-N701e	2x-N701	NaN	2x
pb0126	2xE-N701e	2x-N701	NaN	2x
pb0127	2xE-N701e	2x-N701	NaN	2x
pb0128	2xE-N701e	2x-N701	NaN	2x
pb0129	2xE-N701e	2x-N701	NaN	2x
pb0130	2xE-N701e	2x-N701	NaN	2x
pb0131	2xE-N701e	2x-N701	NaN	2x
pb0132	2xE-N701e	2x-N701	NaN	2x
pb0133	2xE-N701e	2x-N701	NaN	2x
pb0134	2xE-N701e	2x-N701	NaN	2x
pb0135	2xE-N701e	2x-N701	NaN	2x
pb0136	2xE-N701e	2x-N701	NaN	2x
pb0137	2xE-N701e	2x-N701	NaN	2x
pb0138	2xE-N701e	2x-N701	NaN	2x
pb0139	2xE-N701e	2x-N701	NaN	2x
pb0140	2xE-N701e	2x-N701	NaN	2x
pb0141	2xE-N701e	2x-N701	NaN	2x
pb0143	2xE-N701e	2x-N701	NaN	2x
pb0144	2xE-N701e	2x-N701	NaN	2x
pb0145	2xE-N701e	2x-N701	NaN	2x
pb0146	2xE-N701e	2x-N701	NaN	2x
pb0147	2xE-N701e	2x-N701	NaN	2x
pb0148	2xE-N701e	2x-N701	NaN	2x
pb0149	2xE-N701e	2x-N701	NaN	2x
pb0150	2xE-N701e	2x-N701	NaN	2x
pb0151	2xE-N701e	2x-N701	NaN	2x
pb0152	2xE-N701e	2x-N701	NaN	2x
pb0153	2xE-N701e	2x-N701	NaN	2x
pb0154	2xE-N701e	2x-N701	NaN	2x
pb0155	2xE-N701e	2x-N701	NaN	2x
pb0156	2xE-N701e	2x-N701	NaN	2x
pb0157	2xE-N701e	2x-N701	NaN	2x
pb0158	2xE-N701e	2x-N701	NaN	2x
pb0159	2xE-N701e	2x-N701	NaN	2x
pb0160	2xE-N701e	2x-N701	NaN	2x
pb0161	2xE-N701e	2x-N701	NaN	2x
pb0162	2xE-N701e	2x-N701	NaN	2x
pb0163	2xE-N701e	2x-N701	NaN	2x
pb0164	2xE-N701e	2x-N701	NaN	2x
pb0165	2xE-N701e	2x-N701	NaN	2x
pb0166	2xE-N701e	2x-N701	NaN	2x
pb0168	2xE-N701e	2x-N701	NaN	2x
pb0169	2xE-N701e	2x-N701	NaN	2x
pb0170	2xE-N701e	2x-N701	NaN	2x
pb0171	2xE-N701e	2x-N701	NaN	2x
pb0172	2xE-N701e	2x-N701	NaN	2x
pb0173	2xE-N701e	2x-N701	NaN	2x
pb0175	2xE-N701e	2x-N701	NaN	2x
pb0176	2xE-N701e	2x-N701	NaN	2x
pb0177	2xE-N701e	2x-N701	NaN	2x
pb0178	2xE-N701e	2x-N701	NaN	2x
pb0179	2xE-N701e	2x-N701	NaN	2x
pb0180	2xE-N701e	2x-N701	NaN	2x
pb0181	2xE-N701e	2x-N701	NaN	2x
pb0182	2xE-N701e	2x-N701	NaN	2x
pb0183	2xE-N701e	2x-N701	NaN	2x
pb0184	2xE-N701e	2x-N701	NaN	2x
pb0185	2xE-N701e	2x-N701	NaN	2x
pb0186	2xE-N701e	2x-N701	NaN	2x
pb0187	2xE-N701e	2x-N701	NaN	2x
pb0188	2xE-N701e	2x-N701	NaN	2x
pb0189	2xE-N701e	2x-N701	NaN	2x
pb0190	2xE-N701e	2x-N701	NaN	2x
pb0191	2xE-N701e	2x-N701	NaN	2x
pb0192	2xE-N701e	2x-N701	NaN	2x
pb0193	2xE-N701e	2x-N701	NaN	2x
pb0194	2xE-N701e	2x-N701	NaN	2x
pb0195	2xE-N701e	2x-N701	NaN	2x
pb0196	2xE-N701e	2x-N701	NaN	2x
pb0001	2xE-N702e	2x-N702	NaN	2x
pb0002	2xE-N702e	2x-N702	NaN	2x
pb0003	2xE-N702e	2x-N702	NaN	2x
pb0004	2xE-N702e	2x-N702	NaN	2x
pb0005	2xE-N702e	2x-N702	NaN	2x
pb0006	2xE-N702e	2x-N702	NaN	2x
pb0007	2xE-N702e	2x-N702	NaN	2x
pb0008	2xE-N702e	2x-N702	NaN	2x
pb0009	2xE-N702e	2x-N702	NaN	2x
pb0010	2xE-N702e	2x-N702	NaN	2x
pb0011	2xE-N702e	2x-N702	NaN	2x
pb0012	2xE-N702e	2x-N702	NaN	2x
pb0013	2xE-N702e	2x-N702	NaN	2x
pb0014	2xE-N702e	2x-N702	NaN	2x
pb0015	2xE-N702e	2x-N702	NaN	2x
pb0016	2xE-N702e	2x-N702	NaN	2x
pb0017	2xE-N702e	2x-N702	NaN	2x
pb0018	2xE-N702e	2x-N702	NaN	2x
pb0019	2xE-N702e	2x-N702	NaN	2x
pb0020	2xE-N702e	2x-N702	NaN	2x
pb0021	2xE-N702e	2x-N702	NaN	2x
pb0022	2xE-N702e	2x-N702	NaN	2x
pb0023	2xE-N702e	2x-N702	NaN	2x
pb0024	2xE-N702e	2x-N702	NaN	2x
pb0025	2xE-N702e	2x-N702	NaN	2x
pb0026	2xE-N702e	2x-N702	NaN	2x
pb0027	2xE-N702e	2x-N702	NaN	2x
pb0028	2xE-N702e	2x-N702	NaN	2x
pb0029	2xE-N702e	2x-N702	NaN	2x
pb0030	2xE-N702e	2x-N702	NaN	2x
pb0031	2xE-N702e	2x-N702	NaN	2x
pb0032	2xE-N702e	2x-N702	NaN	2x
pb0033	2xE-N702e	2x-N702	NaN	2x
pb0034	2xE-N702e	2x-N702	NaN	2x
pb0035	2xE-N702e	2x-N702	NaN	2x
pb0036	2xE-N702e	2x-N702	NaN	2x
pb0037	2xE-N702e	2x-N702	NaN	2x
pb0038	2xE-N702e	2x-N702	NaN	2x
pb0039	2xE-N702e	2x-N702	NaN	2x
pb0040	2xE-N702e	2x-N702	NaN	2x
pb0041	2xE-N702e	2x-N702	NaN	2x
pb0042	2xE-N702e	2x-N702	NaN	2x
pb0043	2xE-N702e	2x-N702	NaN	2x
pb0044	2xE-N702e	2x-N702	NaN	2x
pb0045	2xE-N702e	2x-N702	NaN	2x
pb0046	2xE-N702e	2x-N702	NaN	2x
pb0047	2xE-N702e	2x-N702	NaN	2x
pb0048	2xE-N702e	2x-N702	NaN	2x
pb0049	2xE-N702e	2x-N702	NaN	2x
pb0051	2xE-N702e	2x-N702	NaN	2x
pb0052	2xE-N702e	2x-N702	NaN	2x
pb0053	2xE-N702e	2x-N702	NaN	2x
pb0054	2xE-N702e	2x-N702	NaN	2x
pb0055	2xE-N702e	2x-N702	NaN	2x
pb0056	2xE-N702e	2x-N702	NaN	2x
pb0057	2xE-N702e	2x-N702	NaN	2x
pb0058	2xE-N702e	2x-N702	NaN	2x
pb0060	2xE-N702e	2x-N702	NaN	2x
pb0061	2xE-N702e	2x-N702	NaN	2x
pb0062	2xE-N702e	2x-N702	NaN	2x
pb0063	2xE-N702e	2x-N702	NaN	2x
pb0064	2xE-N702e	2x-N702	NaN	2x
pb0065	2xE-N702e	2x-N702	NaN	2x
pb0066	2xE-N702e	2x-N702	NaN	2x
pb0067	2xE-N702e	2x-N702	NaN	2x
pb0068	2xE-N702e	2x-N702	NaN	2x
pb0069	2xE-N702e	2x-N702	NaN	2x
pb0070	2xE-N702e	2x-N702	NaN	2x
pb0071	2xE-N702e	2x-N702	NaN	2x
pb0072	2xE-N702e	2x-N702	NaN	2x
pb0073	2xE-N702e	2x-N702	NaN	2x
pb0074	2xE-N702e	2x-N702	NaN	2x
pb0075	2xE-N702e	2x-N702	NaN	2x
pb0076	2xE-N702e	2x-N702	NaN	2x
pb0077	2xE-N702e	2x-N702	NaN	2x
pb0078	2xE-N702e	2x-N702	NaN	2x
pb0079	2xE-N702e	2x-N702	NaN	2x
pb0080	2xE-N702e	2x-N702	NaN	2x
pb0081	2xE-N702e	2x-N702	NaN	2x
pb0082	2xE-N702e	2x-N702	NaN	2x
pb0083	2xE-N702e	2x-N702	NaN	2x
pb0084	2xE-N702e	2x-N702	NaN	2x
pb0085	2xE-N702e	2x-N702	NaN	2x
pb0086	2xE-N702e	2x-N702	NaN	2x
pb0087	2xE-N702e	2x-N702	NaN	2x
pb0088	2xE-N702e	2x-N702	NaN	2x
pb0089	2xE-N702e	2x-N702	NaN	2x
pb0090	2xE-N702e	2x-N702	NaN	2x
pb0091	2xE-N702e	2x-N702	NaN	2x
pb0092	2xE-N702e	2x-N702	NaN	2x
pb0093	2xE-N702e	2x-N702	NaN	2x
pb0094	2xE-N702e	2x-N702	NaN	2x
pb0095	2xE-N702e	2x-N702	NaN	2x
pb0096	2xE-N702e	2x-N702	NaN	2x
pb0097	2xE-N702e	2x-N702	NaN	2x
pb0098	2xE-N702e	2x-N702	NaN	2x
pb0197	2xE-N703e	2x-N703	NaN	2x
pb0198	2xE-N703e	2x-N703	NaN	2x
pb0199	2xE-N703e	2x-N703	NaN	2x
pb0200	2xE-N703e	2x-N703	NaN	2x
pb0201	2xE-N703e	2x-N703	NaN	2x
pb0202	2xE-N703e	2x-N703	NaN	2x
pb0203	2xE-N703e	2x-N703	NaN	2x
pb0204	2xE-N703e	2x-N703	NaN	2x
pb0205	2xE-N703e	2x-N703	NaN	2x
pb0206	2xE-N703e	2x-N703	NaN	2x
pb0207	2xE-N703e	2x-N703	NaN	2x
pb0209	2xE-N703e	2x-N703	NaN	2x
pb0210	2xE-N703e	2x-N703	NaN	2x
pb0211	2xE-N703e	2x-N703	NaN	2x
pb0213	2xE-N703e	2x-N703	NaN	2x
pb0214	2xE-N703e	2x-N703	NaN	2x
pb0215	2xE-N703e	2x-N703	NaN	2x
pb0217	2xE-N703e	2x-N703	NaN	2x
pb0218	2xE-N703e	2x-N703	NaN	2x
pb0219	2xE-N703e	2x-N703	NaN	2x
pb0220	2xE-N703e	2x-N703	NaN	2x
pb0221	2xE-N703e	2x-N703	NaN	2x
pb0222	2xE-N703e	2x-N703	NaN	2x
pb0223	2xE-N703e	2x-N703	NaN	2x
pb0224	2xE-N703e	2x-N703	NaN	2x
pb0225	2xE-N703e	2x-N703	NaN	2x
pb0226	2xE-N703e	2x-N703	NaN	2x
pb0227	2xE-N703e	2x-N703	NaN	2x
pb0228	2xE-N703e	2x-N703	NaN	2x
pb0229	2xE-N703e	2x-N703	NaN	2x
pb0230	2xE-N703e	2x-N703	NaN	2x
pb0231	2xE-N703e	2x-N703	NaN	2x
pb0232	2xE-N703e	2x-N703	NaN	2x
pb0233	2xE-N703e	2x-N703	NaN	2x
pb0234	2xE-N703e	2x-N703	NaN	2x
pb0235	2xE-N703e	2x-N703	NaN	2x
pb0236	2xE-N703e	2x-N703	NaN	2x
pb0237	2xE-N703e	2x-N703	NaN	2x
pb0238	2xE-N703e	2x-N703	NaN	2x
pb0239	2xE-N703e	2x-N703	NaN	2x
pb0240	2xE-N703e	2x-N703	NaN	2x
pb0241	2xE-N703e	2x-N703	NaN	2x
pb0242	2xE-N703e	2x-N703	NaN	2x
pb0243	2xE-N703e	2x-N703	NaN	2x
pb0244	2xE-N703e	2x-N703	NaN	2x
pb0245	2xE-N703e	2x-N703	NaN	2x
pb0246	2xE-N703e	2x-N703	NaN	2x
pb0247	2xE-N703e	2x-N703	NaN	2x
pb0248	2xE-N703e	2x-N703	NaN	2x
pb0249	2xE-N703e	2x-N703	NaN	2x
pb0250	2xE-N703e	2x-N703	NaN	2x
pb0251	2xE-N703e	2x-N703	NaN	2x
pb0252	2xE-N703e	2x-N703	NaN	2x
pb0253	2xE-N703e	2x-N703	NaN	2x
pb0254	2xE-N703e	2x-N703	NaN	2x
pb0256	2xE-N703e	2x-N703	NaN	2x
pb0257	2xE-N703e	2x-N703	NaN	2x
pb0258	2xE-N703e	2x-N703	NaN	2x
pb0259	2xE-N703e	2x-N703	NaN	2x
pb0260	2xE-N703e	2x-N703	NaN	2x
pb0261	2xE-N703e	2x-N703	NaN	2x
pb0262	2xE-N703e	2x-N703	NaN	2x
pb0263	2xE-N703e	2x-N703	NaN	2x
pb0264	2xE-N703e	2x-N703	NaN	2x
pb0265	2xE-N703e	2x-N703	NaN	2x
pb0266	2xE-N703e	2x-N703	NaN	2x
pb0267	2xE-N703e	2x-N703	NaN	2x
pb0268	2xE-N703e	2x-N703	NaN	2x
pb0269	2xE-N703e	2x-N703	NaN	2x
pb0270	2xE-N703e	2x-N703	NaN	2x
pb0271	2xE-N703e	2x-N703	NaN	2x
pb0272	2xE-N703e	2x-N703	NaN	2x
pb0273	2xE-N703e	2x-N703	NaN	2x
pb0274	2xE-N703e	2x-N703	NaN	2x
pb0275	2xE-N703e	2x-N703	NaN	2x
pb0276	2xE-N703e	2x-N703	NaN	2x
pb0277	2xE-N703e	2x-N703	NaN	2x
pb0278	2xE-N703e	2x-N703	NaN	2x
pb0279	2xE-N703e	2x-N703	NaN	2x
pb0280	2xE-N703e	2x-N703	NaN	2x
pb0281	2xE-N703e	2x-N703	NaN	2x
pb0282	2xE-N703e	2x-N703	NaN	2x
pb0283	2xE-N703e	2x-N703	NaN	2x
pb0284	2xE-N703e	2x-N703	NaN	2x
pb0285	2xE-N703e	2x-N703	NaN	2x
pb0286	2xE-N703e	2x-N703	NaN	2x
pb0287	2xE-N703e	2x-N703	NaN	2x
pb0288	2xE-N703e	2x-N703	NaN	2x
pb0289	2xE-N703e	2x-N703	NaN	2x
pb0290	2xE-N703e	2x-N703	NaN	2x
pb0291	2xE-N703e	2x-N703	NaN	2x
pb0292a	2xE-N703e	2x-N703	NaN	2x
pb0293	2xE-N703e	2x-N703	NaN	2x
pb0295	2xE-N703e	2x-N703	NaN	2x
pb0296a	2xE-N704e	2x-N704	NaN	2x
pb0297	2xE-N704e	2x-N704	NaN	2x
pb0298	2xE-N704e	2x-N704	NaN	2x
pb0300	2xE-N704e	2x-N704	NaN	2x
pb0301	2xE-N704e	2x-N704	NaN	2x
pb0302	2xE-N704e	2x-N704	NaN	2x
pb0303	2xE-N704e	2x-N704	NaN	2x
pb0306	2xE-N704e	2x-N704	NaN	2x
pb0307	2xE-N704e	2x-N704	NaN	2x
pb0308	2xE-N704e	2x-N704	NaN	2x
pb0309	2xE-N704e	2x-N704	NaN	2x
pb0310	2xE-N704e	2x-N704	NaN	2x
pb0311	2xE-N704e	2x-N704	NaN	2x
pb0312	2xE-N704e	2x-N704	NaN	2x
pb0313	2xE-N704e	2x-N704	NaN	2x
pb0314	2xE-N704e	2x-N704	NaN	2x
pb0315	2xE-N704e	2x-N704	NaN	2x
pb0316	2xE-N704e	2x-N704	NaN	2x
pb0317	2xE-N704e	2x-N704	NaN	2x
pb0318	2xE-N704e	2x-N704	NaN	2x
pb0319	2xE-N704e	2x-N704	NaN	2x
pb0320	2xE-N704e	2x-N704	NaN	2x
pb0321	2xE-N704e	2x-N704	NaN	2x
pb0322	2xE-N704e	2x-N704	NaN	2x
pb0323	2xE-N704e	2x-N704	NaN	2x
pb0324	2xE-N704e	2x-N704	NaN	2x
pb0325	2xE-N704e	2x-N704	NaN	2x
pb0326	2xE-N704e	2x-N704	NaN	2x
pb0327	2xE-N704e	2x-N704	NaN	2x
pb0328	2xE-N704e	2x-N704	NaN	2x
pb0329	2xE-N704e	2x-N704	NaN	2x
pb0330	2xE-N704e	2x-N704	NaN	2x
pb0331	2xE-N704e	2x-N704	NaN	2x
pb0332	2xE-N704e	2x-N704	NaN	2x
pb0333	2xE-N704e	2x-N704	NaN	2x
pb0334	2xE-N704e	2x-N704	NaN	2x
pb0335	2xE-N704e	2x-N704	NaN	2x
pb0336	2xE-N704e	2x-N704	NaN	2x
pb0337	2xE-N704e	2x-N704	NaN	2x
pb0338	2xE-N704e	2x-N704	NaN	2x
pb0339	2xE-N704e	2x-N704	NaN	2x
pb0341	2xE-N704e	2x-N704	NaN	2x
pb0342	2xE-N704e	2x-N704	NaN	2x
pb0343	2xE-N704e	2x-N704	NaN	2x
pb0344	2xE-N704e	2x-N704	NaN	2x
pb0345	2xE-N704e	2x-N704	NaN	2x
pb0346	2xE-N704e	2x-N704	NaN	2x
pb0347	2xE-N704e	2x-N704	NaN	2x
pb0348	2xE-N704e	2x-N704	NaN	2x
pb0350	2xE-N704e	2x-N704	NaN	2x
pb0351	2xE-N704e	2x-N704	NaN	2x
pb0352	2xE-N704e	2x-N704	NaN	2x
pb0353	2xE-N704e	2x-N704	NaN	2x
pb0354	2xE-N704e	2x-N704	NaN	2x
pb0355	2xE-N704e	2x-N704	NaN	2x
pb0356	2xE-N704e	2x-N704	NaN	2x
pb0357	2xE-N704e	2x-N704	NaN	2x
pb0358	2xE-N704e	2x-N704	NaN	2x
pb0359	2xE-N704e	2x-N704	NaN	2x
pb0360	2xE-N704e	2x-N704	NaN	2x
pb0361	2xE-N704e	2x-N704	NaN	2x
pb0362	2xE-N704e	2x-N704	NaN	2x
pb0363	2xE-N704e	2x-N704	NaN	2x
pb0366	2xE-N704e	2x-N704	NaN	2x
pb0368	2xE-N704e	2x-N704	NaN	2x
pb0369	2xE-N704e	2x-N704	NaN	2x
pb0370	2xE-N704e	2x-N704	NaN	2x
pb0372	2xE-N704e	2x-N704	NaN	2x
pb0374	2xE-N704e	2x-N704	NaN	2x
pb0375	2xE-N704e	2x-N704	NaN	2x
pb0376	2xE-N704e	2x-N704	NaN	2x
pb0377	2xE-N704e	2x-N704	NaN	2x
pb0378	2xE-N704e	2x-N704	NaN	2x
pb0380	2xE-N704e	2x-N704	NaN	2x
pb0381	2xE-N704e	2x-N704	NaN	2x
pb0382	2xE-N704e	2x-N704	NaN	2x
pb0383	2xE-N704e	2x-N704	NaN	2x
pb0384	2xE-N704e	2x-N704	NaN	2x
pb0385	2xE-N704e	2x-N704	NaN	2x
pb0387	2xE-N704e	2x-N704	NaN	2x
pb0388	2xE-N704e	2x-N704	NaN	2x
pb0389	2xE-N704e	2x-N704	NaN	2x
pb0390	2xE-N704e	2x-N704	NaN	2x
pb0391	2xE-N704e	2x-N704	NaN	2x
pb0392	2xE-N704e	2x-N704	NaN	2x
pb0393	2xE-N704e	2x-N704	NaN	2x
pb0394	2xE-N704e	2x-N704	NaN	2x
pb0395	2xE-N704e	2x-N704	NaN	2x
pb0396	2xE-N704e	2x-N704	NaN	2x
pb0397	2xE-N704e	2x-N704	NaN	2x
pb0398	2xE-N704e	2x-N704	NaN	2x
pb0399	2xE-N704e	2x-N704	NaN	2x
pb0400	2xE-N704e	2x-N704	NaN	2x
pb0401	2xE-N704e	2x-N704	NaN	2x
pb0402	2xE-N704e	2x-N704	NaN	2x
pb0059	2xE-N705e	2x-N705	NaN	2x
pb0364	2xE-N705e	2x-N705	NaN	2x
pb0405	2xE-N705e	2x-N705	NaN	2x
pb0408	2xE-N705e	2x-N705	NaN	2x
pb0409	2xE-N705e	2x-N705	NaN	2x
pb0410	2xE-N705e	2x-N705	NaN	2x
pb0412	2xE-N705e	2x-N705	NaN	2x
pb0413	2xE-N705e	2x-N705	NaN	2x
pb0414	2xE-N705e	2x-N705	NaN	2x
pb0415	2xE-N705e	2x-N705	NaN	2x
pb0416	2xE-N705e	2x-N705	NaN	2x
pb0418	2xE-N705e	2x-N705	NaN	2x
pb0419	2xE-N705e	2x-N705	NaN	2x
pb0420	2xE-N705e	2x-N705	NaN	2x
pb0421	2xE-N705e	2x-N705	NaN	2x
pb0422	2xE-N705e	2x-N705	NaN	2x
pb0423	2xE-N705e	2x-N705	NaN	2x
pb0424	2xE-N705e	2x-N705	NaN	2x
pb0425	2xE-N705e	2x-N705	NaN	2x
pb0427	2xE-N705e	2x-N705	NaN	2x
pb0428	2xE-N705e	2x-N705	NaN	2x
pb0429	2xE-N705e	2x-N705	NaN	2x
pb0432	2xE-N705e	2x-N705	NaN	2x
pb0435	2xE-N705e	2x-N705	NaN	2x
pb0436	2xE-N705e	2x-N705	NaN	2x
pb0437	2xE-N705e	2x-N705	NaN	2x
pb0438	2xE-N705e	2x-N705	NaN	2x
pb0440	2xE-N705e	2x-N705	NaN	2x
pb0441	2xE-N705e	2x-N705	NaN	2x
pb0442	2xE-N705e	2x-N705	NaN	2x
pb0443	2xE-N705e	2x-N705	NaN	2x
pb0445	2xE-N705e	2x-N705	NaN	2x
pb0447	2xE-N705e	2x-N705	NaN	2x
pb0448	2xE-N705e	2x-N705	NaN	2x
pb0450	2xE-N705e	2x-N705	NaN	2x
pb0451	2xE-N705e	2x-N705	NaN	2x
pb0453	2xE-N705e	2x-N705	NaN	2x
pb0454	2xE-N705e	2x-N705	NaN	2x
pb0455	2xE-N705e	2x-N705	NaN	2x
pb0456	2xE-N705e	2x-N705	NaN	2x
pb0459	2xE-N705e	2x-N705	NaN	2x
pb0460	2xE-N705e	2x-N705	NaN	2x
pb0461	2xE-N705e	2x-N705	NaN	2x
pb0462	2xE-N705e	2x-N705	NaN	2x
pb0463	2xE-N705e	2x-N705	NaN	2x
pb0465	2xE-N705e	2x-N705	NaN	2x
pb0468	2xE-N705e	2x-N705	NaN	2x
pb0469	2xE-N705e	2x-N705	NaN	2x
pb0472	2xE-N705e	2x-N705	NaN	2x
pb0474	2xE-N705e	2x-N705	NaN	2x
pb0476	2xE-N705e	2x-N705	NaN	2x
pb0479	2xE-N705e	2x-N705	NaN	2x
pb0480	2xE-N705e	2x-N705	NaN	2x
pb0482	2xE-N705e	2x-N705	NaN	2x
pb0484	2xE-N705e	2x-N705	NaN	2x
pb0485	2xE-N705e	2x-N705	NaN	2x
pb0486	2xE-N705e	2x-N705	NaN	2x
pb0487	2xE-N705e	2x-N705	NaN	2x
pb0489	2xE-N705e	2x-N705	NaN	2x
pb0491	2xE-N705e	2x-N705	NaN	2x
pb0494	2xE-N705e	2x-N705	NaN	2x
pb0495	2xE-N705e	2x-N705	NaN	2x
pb0498	2xE-N705e	2x-N705	NaN	2x
pb0500	2xE-N705e	2x-N705	NaN	2x
pb0526	2xE-N705e	2x-N705	NaN	2x
pb0539	2xE-N705e	2x-N705	NaN	2x
pb0547	2xE-N705e	2x-N705	NaN	2x
pb0731	2xE-N705e	2x-N705	NaN	2x
pb0733	2xE-N705e	2x-N705	NaN	2x
pb0738	2xE-N705e	2x-N705	NaN	2x
pb0740	2xE-N705e	2x-N705	NaN	2x
pb0743	2xE-N705e	2x-N705	NaN	2x
pb0746	2xE-N705e	2x-N705	NaN	2x
pb0747	2xE-N705e	2x-N705	NaN	2x
pb0750	2xE-N705e	2x-N705	NaN	2x
pb0754	2xE-N705e	2x-N705	NaN	2x
pb0757	2xE-N705e	2x-N705	NaN	2x
pb0758	2xE-N705e	2x-N705	NaN	2x
pb0759	2xE-N705e	2x-N705	NaN	2x
pb0760	2xE-N705e	2x-N705	NaN	2x
pb0761	2xE-N705e	2x-N705	NaN	2x
pb0763	2xE-N705e	2x-N705	NaN	2x
pb0764	2xE-N705e	2x-N705	NaN	2x
pb0765	2xE-N705e	2x-N705	NaN	2x
pb0766	2xE-N705e	2x-N705	NaN	2x
pb0767	2xE-N705e	2x-N705	NaN	2x
pb0769	2xE-N705e	2x-N705	NaN	2x
pb0770	2xE-N705e	2x-N705	NaN	2x
pb0771	2xE-N705e	2x-N705	NaN	2x
pb0772	2xE-N705e	2x-N705	NaN	2x
pb0773	2xE-N705e	2x-N705	NaN	2x
pb0774	2xE-N706e	2x-N706	NaN	2x
pb0775	2xE-N706e	2x-N706	NaN	2x
pb0777	2xE-N706e	2x-N706	NaN	2x
pb0778	2xE-N706e	2x-N706	NaN	2x
pb0779	2xE-N706e	2x-N706	NaN	2x
pb0780	2xE-N706e	2x-N706	NaN	2x
pb0782	2xE-N706e	2x-N706	NaN	2x
pb0784	2xE-N706e	2x-N706	NaN	2x
pb0785	2xE-N706e	2x-N706	NaN	2x
pb0786	2xE-N706e	2x-N706	NaN	2x
pb0787	2xE-N706e	2x-N706	NaN	2x
pb0788	2xE-N706e	2x-N706	NaN	2x
pb0789	2xE-N706e	2x-N706	NaN	2x
